"subj_code","condition","desktop_conf","attent_conf","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"DuJMuZJDojkW",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"undetermined head was not shown","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",31,"1: male","none",0
"GBZfW3mGZyvf",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"Without seeing the beak, and seeing that the duck has blue feet; it would either have the mutation of blue feet only or blue feet/blue beak or both.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",54,"1: male","The only issue I had is that 'lake' should be capitalized to Lake as it is part of a proper name.",0
"GJMeywBACcQ2",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"because i couldn't see the beak of the duck, only the blue feet, so there was a 50 percent chance that it has both blue feet and a blue beak, and a 50 percent change it only has blue feet","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",22,"1: male",NA,0
"HWLTqcFOmUDO",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"I cant see the ducks beak, he has blue feet, the chance of which is 5%, but there is also a 5% chance of the duck having a blue beak and blue feet mutation, therefore there is an equal chance of both","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",37,"1: male",NA,0
"K4i0Us4cqoxE",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"We were only able to see the ducks' feet, so we knew that it had one of the two mutations. However, there was no way of determining which was more likely.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet) and Ft1 mutation (blue feet).",37,"1: male","There were no errors.",0
"KZ1POf2nVzXt",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,2,"Can only see feet so definitely at least Ft1 but also could be BkFt2","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet) and Ft1 mutation (blue feet).",41,"1: male",NA,-3
"MNiSI5yfncXu",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"if a duck has blue feet its 50/50 if it has a blue beak too","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",33,"1: male",NA,0
"MXDzbkIieWXO",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"I said both equally likely because i couldn't see the ducks head to see whether or not the beak was blue and since all of them occur with the same percentage chance then it could be both or just 1 so equally likely is the best option.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",30,"2: female",NA,0
"OlKVbTFKTpiX",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"We can only see the feet of the duck so don't know if it's beak is also blue so it could be either gene that is mutated we can't tell and it is an equal probability for each hence my answer","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",51,"2: female","Didn't spot and errors",0
"RrG8yXcDNrxi",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",2,5,"I was only able to see the feet, which confirms that it at least has the feet mutation, but the probably that it has the feet/beak mutation could be 50/50 ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",27,"2: female","n/a",0
"RwLgXgw0UeS8",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"If there are 100 ducks and 5% of the population has blue feet and a blue bill, and 5% have blue feet only, then the chance of this duck being either with blue feet and a bill or blue feet only is equally likely if all I can observe is their feet","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",41,"2: female","No errors",0
"Ut9oEYzPLhpS",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"As we cant see the beak, it is possible that it is also blue","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",37,"2: female","N/A",0
"WpL9ENuNuaFG",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,3,"The feet are definitely blue but the beak is under the water so it is hard to say. I steered more towards just the feet as that is definite.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",26,"1: male",NA,-2
"XF974zozHY5u",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"On the image could only identify blue feet, there is no way to determine what colour the beak is and so it is equally likely that they could have either mutation.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",34,"2: female","None.",0
"XhH4PpHk6DdO",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"We know it definitely has blue feet but we can't see the beak so there's a chance that might also be blue.","This duck has a BkFt2 mutation (blue beak and blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",54,"2: female",NA,0
"YVgXV2uJTZNg",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",2,5,"As the duck has blue feet there is an equal chance it will either have a yellow or a blue beak","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",51,"2: female",NA,0
"dRZMPv9O2bT0",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"In my opinion it is likely possible that duck could be BKFT2 or FT1 because mutations are occured independently which means having one mutation has no influence on the probability of having another mutation.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",45,"1: male","No technical issues faced at all.",0
"dvwHYEmLkjtn",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,3,"the chance of a duck having both blue feet and blue beak is lesser than having just a blue feet or beak. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",34,"1: male",NA,-2
"fbphDmbMGlil",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"You can only see the feet of the duck so it could most likely have both mutations of the beak and feet.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",22,"2: female",NA,0
"fxshXQTbpL4a",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,0,"Well there is a 5% chance the duck has any of the given mutations. It's hard to say if he has a blue beak because he could have the mutation where he gets BOTH, but we know for sure he has blue feet. Given the low probability of him having all three mutations, I'm taking the certain information we have given that he has blue feet and going with what we know, rather than what we might guess.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",27,"1: male","none",-5
"gC8JKThsN3WY",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"The duck had blue feet but its head was not visible so it was impossible to tell whether or not it had the BkFt2 mutation or not, so it was an equal chance between Ft1 and BkFt2","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",33,"1: male",NA,0
"jNiq64DxPSL9",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"Seeing as only the feet are visible it seems safe to assume both mutations are possibly present as the probabilities are all equally as likely","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",41,"1: male",NA,0
"kW17Yb68sOLB",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"the duck definitely has blue feet but its 5% equal that it could have a blue beak also","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet) and Ft1 mutation (blue feet).",41,"1: male",NA,0
"l6McdtkACfym",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"I think if the duck has blue feet and you cannot see the beak, it could or could not have a blue beak, so that is why I gave it that rating.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has BkFt2 mutation (blue beak and blue feet) and a Bk1 mutation (blue beak).",53,"2: female","none",0
"myoSnYYCGD2z",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"There is an equal chance that for a duck to have blue feet, it could also have a blue beak; we cannot say by the picture that the beak is orange or blue. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",39,"1: male","None",0
"oiW7E59rFgE8",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",2,5,"i gave this rating as i can only see the feet ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",30,"2: female",NA,0
"pGC65lJiNtuF",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"both mutations show blue feet and have a 5% chance of occurring. As I could only see the blue feet it's a 50-50 chance.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",31,"1: male","no issues",0
"qiVmUuX7mucX",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"We know it has blue feet. The 2 things that can cause it are both equally likely to occur (5% chance each). ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",34,"1: male","No errors",0
"qqLzwCwGJHhp",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",2,0,"The foot is blue and the beak is white. I.e a Ft1 mutation as explained in the early description ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",35,"1: male",NA,-5
"tRNRxyjYGXZh",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",2,5,"It is possible the duck could have blue feet and a blue beak if they have the bkft2. The beak can't be seen in the picture so it is not possible to see if the duck has ft1.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",33,"2: female","No problems all worked well.",0
"wOAWUTUbajtg",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"there is an equal chance of having any of the mutations. and as you can only see the feets its just as likely to have a blue beak and not having a blue beak. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",36,"1: male",NA,0
"wyXzks0h4rSD",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"Because we can only see the feet, and there is an equal probability of the BkFt2 and the Ft1 mutation it could be either.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",45,"2: female",NA,0
"xCbABlNo2ffI",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"Without seeing the beak I would be unable to say definitively so because both mutations are equally likely then they both have a 50/50 chance of being in that duck","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",29,"1: male","no",0
"zrpTGW91RWoM",3,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_left",1,5,"can only see the feet, but possible for the beak to be blue too","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",34,"2: female","none",0
"0EA6gKyxu2VF",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"The duck had a blue beak, but you couldn't see the ducks feet so they could be either blue or unaltered.  This means that both BkFt2 or Bk1 have the same probability of being true.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",35,"1: male",NA,0
"1SJFjnTz2Nfn",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"Both the BkFt2 and Ft1 mutations can cause the duck to have the blue feet mutation. Therefore, when we can only see the ducks feet which are blue, we cannot determine whether the mutation was BkFt2 or Ft1. Only if we saw the beak could we determine which mutation it was. Both mutations are equally likely in this scenario.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",34,"1: male","No errors that I had noticed. Everything ran smoothly, the instructions were clear and easy to understand. I had no problems completing the study.",0
"29dKlvL5smZg",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"You can see the blue feet but not the beak so you can only assume that there is a probability that the beak might also be blue","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",58,"1: male","none",0
"2Ra6d1f4kBAr",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"Because fifty fifty if he had both or not same chance.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",30,"1: male",NA,0
"2guqImT0Nte4",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"I can see it has blue feet but could not see its beak and it is equally likely to have a blue beak as having blue feet has no influence on beak colour.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",33,"2: female","None",0
"7PGJEJJN07Z7",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"The Duck could have both the equal chance of having Blue feet which are beneath the water as well as the visible blue beak.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",52,"1: male",NA,0
"8GRhbHQFFJpK",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,8,"as i could not see his feet to give a definite answer i knew he had a blue beak so was more inclined to go towards that","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",52,"2: female","no errors",-3
"8Hl8lD4lx8ru",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"They've all got the same percentage of probability. Because of this it's equally likely that the beak could also be blue. Therefore I went in the middle.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",50,"1: male",NA,0
"8R9V4veIAuw1",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",3,5,"BLUE BEAK BUT FEET NOT VISABLE SO COULD BE BLUE","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",58,"1: male","NONE",0
"8R9V4veIAuw1",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",3,5,"BLUE BEAK BUT FEET NOT VISABLE SO COULD BE BLUE","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",58,"1: male","NONE",0
"8SjSls33e9WY",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"Only the feet on this duck were visible, as such with the mutations both equally likely to be present, it's impossible to say which is more likely ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",28,"1: male",NA,0
"8qJYm2hl77rd",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"BKft2 and BK1 have the same probability of affecting a duck, just because we can see the blue beak doesn't mean it's more likely to be one or the other..","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",32,"1: male",NA,0
"9v3k8QeYEuqP",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"While we can only see the beak in the photo, it is also possible that the feet is blue because the other mutation's (blue Beak and Blue feet) likelihood of occurrence is independent of each other","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet) and Ft1 mutation (blue feet).",45,"1: male","None",0
"AvCbEMuduVl7",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,8,"It's certain that the duck has a blue beak. It's unknown as to whether it has blue feet. Given the chance of yellow feet is much higher than the chance of blue, I selected my answer accordingly.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",54,"2: female",NA,-3
"Aze7gRto4EQX",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,9,"We only know that it definitely has the Bk1 mutation ie blue beak. There's still a 5% chance that it has blue feet and thus the BkFt2 mutation. (Initially, I thought it either does or it doesn't, so 50-50, then realised immediately afterwards that it's still 5% chance.)","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",51,"2: female","In one of the questions, near the top of a page, the word order was awry - it stated ""blue a beak and blue feet"" rather than ""a blue beak and blue feet"".  Otherwise, all seemed fine.",-4
"BGyDSdplMlx1",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"We only see the feet. We don't see the beak so we don't know which one it is and it really could be either one.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",36,"2: female","n/a",0
"CO9vkjCqbp7Z",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,10,"I could only notice only blue feet duck. The beak appeared to be in black. So there is only 1 possibility that is the Ft1 category of mutation.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",38,"2: female","none",-5
"CRwuayHyj2FX",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"each mutation has same probability","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",40,"1: male","none",0
"Emvk4ofUWeAQ",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"Although I could clearly see the beak mutation the ducks feet were not visable so I could not establish the colour of its feet so was unable to confirm which mutation it had so I chose the middle option ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",51,"2: female",NA,0
"F1xAYqsu1wOv",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"Cannot see the beak so cannot determine the exact variant.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",31,"1: male",NA,0
"Fy80NgDYPzbI",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"Can't see the ducks feet in the picture so unsure what colour the feet are. Therefore the duck might have blue feet and a blue beak, but might also not have blue feet. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",25,"2: female",NA,0
"G1OenFzubRwu",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"Because we can't observe the feet of the ducks, and the chances of either BK1 or BKFT2 occuring are the same, the chances of us seeing either of the two mutations are the same.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",29,"1: male","I didn't see any errors.",0
"GFVkkkClI3kU",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"I chose equally likely because you can only see the beak. Both options are for a blue beak. Both options also occur at the same percentage. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",29,"2: female",NA,0
"GXQgqUv0z61a",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,9,"The blue beak was a mutation. The feet could not be seen as they were underwater but they had a 5% chance of being blue as the mutation did not have any dependancies on other mutations. So it was highly likely there was only 1 mutation","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",53,"1: male","none",-4
"GbOiOVaRPGFf",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"The ducks have an equal chance of having blue beak or both, so its a 50/50 chance the duck also has the blue feet","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",22,"3: non-binary",NA,0
"GcZybvuqkgNO",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"I couldnt see the ducks feet so they could either have just the blue beak or blue beak AND feet, both have a 5% probability therefore its an equal chance it could have been either mutation.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",22,"2: female","None, study was perfect :)",0
"Gv3mHRHfZu69",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"Both the BkFt2 and Bk1 have an equal chance of appearing, and they also occur independently of each other. We also cannot see the duck's feet in the image, so it could technically have the BkFt2 mutation.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",33,"1: male","No errors, all good!",0
"J7wYcShu48zq",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"50/50 chance of having a blue beak or not.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",36,"1: male",NA,0
"JFWmBS9bD5CF",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"Because it is equally likely he only has the feet and has the feet + beak mutation","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has BkFt2 mutation (blue beak and blue feet) and a Bk1 mutation (blue beak).",26,"1: male",NA,0
"JQLbK7za9JK1",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"The beak of the duck is blue and the feet is covered by the water. There could be a possibility that the feet can be blue colour or not altered. Therefore, the chance is equally likely.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",25,"1: male",NA,0
"LGtWKqU3YKn0",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"The feet were under the water. Without knowing whether the feet were also blue, bkft2 and bk1 are equally likely, as they would both result in a blue beak.","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",27,"2: female","N/A",0
"LP56qDjrMTxm",4,"1: I confirm","1: I will take it seriously","feet","probe_amb_feet.png","narrow_right",1,5,"Both mutations cause blue feet, and are equally common mutations (5%), so there's an equal chance it could be either one of them. ","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",40,"1: male",NA,0
"Ldbn87kkJd8K",2,"1: I confirm","1: I will take it seriously","beak","probe_amb_beak.png","narrow_right",1,5,"You cannot see the feet, so you cannot be sure if they are blue or orange","This duck has a Ft1 mutation (blue feet).","This duck has a Bk1 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a BkFt2 mutation (blue beak and blue feet).",54,"1: male","all good",0
