subj_code;prevalence;latent_feature;LS_bias_probe_stim;scale_orient;instr_tests;LS_bias_probe_rating;age;gender;tech_issues;rating_rec;explanation;Correct explanation ;Unclear explanation ;Inferred absence because of low feature base rate;Inferred absence of latent feature
rHIQmKwNg1Vm;presented;beak;probe_amb_feet.png;narrow_left;1;5;55;2: female;Now that I think about it, that first duck was probably a NAX20 since only 5% of ducks have blue beaks there is a 95% chance that it was a NAX20.;0;Blue feel are available to both PIX67 and NAX 20 therefore there is an equal chance that it is either.;1;;;
SLN7wnfQ4DkS;presented;beak;probe_amb_feet.png;narrow_left;1;5;85;1: male;No issues.;0;The beak was not visible so no assumptions about its colour can be made.;;1;;
sQCX7NrQVPai;presented;beak;probe_amb_feet.png;narrow_left;3;5;61;2: female;NA;0;the ducks could  have any of the mutations;;1;;
SuqL3NlivHHG;presented;beak;probe_amb_feet.png;narrow_left;1;5;50;1: male;no errors i identified.;0;Both the blue feet mutation and the feet and beak mutation occur equally (5%). Therefore without seeing the beak the duck has a an equal liklihood of having one of the two aforementioned mutations. ;1;;;
trFnxQCSxTmj;presented;beak;probe_amb_feet.png;narrow_left;1;5;44;2: female;NA;0;Both mutations cause blue feet, I can't see the beak so I don't know which one for sure. Each mutation is equally likely.;1;;;
TRXut6ZY12pK;presented;beak;probe_amb_feet.png;narrow_left;1;5;49;2: female;Everything went well.;0;It is obvious that mutation NAX20 exists but since the ducks beak is in the water I don't know what color it is.;;1;;
TUC3ZLexFe9s;presented;beak;probe_amb_feet.png;narrow_left;1;5;41;1: male;No errors, everything worked well.;0;The mutations appear equally as often so with only seeing the feet the chance is 50% for either being true.;1;;;
uVl6W3GFqF46;presented;beak;probe_amb_feet.png;narrow_left;1;5;44;2: female;NA;0;you could only see feet so might have both;;1;;
uzdSlE9PXG8m;presented;beak;probe_amb_feet.png;narrow_left;1;5;30;1: male;NA;0;Both mutations occur independently, with an equal probability. As we cannot see the beak, we don't know if the duck has a mutation affecting it.;1;;;
VujdtMWWQ0LZ;presented;beak;probe_amb_feet.png;narrow_left;1;5;64;2: female;NA;0;the duck has blue feet, therefore could be PIX67 OR NAX20.;;1;;
WBtdrh0fg8kC;presented;beak;probe_amb_feet.png;narrow_left;1;5;50;1: male;none;0;mutations equally happening;1;;;
wMNXMLmltknZ;presented;beak;probe_amb_feet.png;narrow_left;1;5;58;2: female;NA;0;With it only partially seen, it is just as likely to be one option or the other.;1;;;
X6kHZD7Uye3q;presented;beak;probe_amb_feet.png;narrow_left;1;5;29;2: female;None;0;There is an equal probability of the PIX67 or NAX20 mutation occurring. ;1;;;
xORYYtGUP8QO;presented;beak;probe_amb_feet.png;narrow_left;1;5;30;3: non-binary;NA;0;As the mutations are equally likely to occur I don't think there is any higher probability that it would be one or the other. Both only blue feet and blue feet and beak are equally as likely.;1;;;
XyzlywG6UZ6y;presented;beak;probe_amb_feet.png;narrow_left;2;5;22;1: male;NA;0;Because it was stated that these mutations have equal chance happening to any duck and since I couldn't see the ducks beak there was no way to know which mutation it had ;1;;;
XyzrQuh3xWeA;presented;beak;probe_amb_feet.png;narrow_left;1;5;47;2: female;none;0;You can only see the feet, therefore you have no idea if the duck has a blue beak as well. So it is just as like that it does have a blue beak or a yellow beak.;1;;;
Y0oG0lrc37LW;presented;beak;probe_amb_feet.png;narrow_left;1;5;61;1: male;There were no errors that i encountered. This was a well structured and interesting survey to complete;0;As i could only see the ducks feet, which were blue. Based on the information about the probability of which mutation the duck could have there is an equal probability that the duck has or hasn't got a blue beak.;1;;;
YlUI85Kl1Nyh;presented;beak;probe_amb_feet.png;narrow_left;2;5;32;1: male;no errors;0;They have an equal chance having the mutation as they are independent from each other;1;;;
0bLCsoluw2f7;presented;feet;probe_amb_beak.png;narrow_right;2;5;32;1: male;NA;0;you cant see its feet so it could well have blue feet;;1;;
0vg7EorXEgY6;presented;feet;probe_amb_beak.png;narrow_right;1;5;46;1: male;NA;0;We can see that the duck has a blue beak therefore it could have either PIX67 or TOX20. As we are unable to see the feet, there is a 50/50 chance it has blue feet therefore I chose in the middle for the likelyhood of either.;1;;;
1McrmO21fgqq;presented;feet;probe_amb_beak.png;narrow_right;1;5;23;2: female;NA;0;The mutations have an equal chance of occurring (both 5% of the duck population). It could be that I'm seeing a duck which also has blue feet, or which has normal-coloured feet, but I can't see that in this picture. I can only see that it has the blue bill, meaning that there's an equal chance of either one of these mutations.;1;;;
2O81lnvijDHv;presented;feet;probe_amb_beak.png;narrow_right;1;5;44;2: female;None that I noticed;0;We know the duck has a blue beak but it could also have blue feet - we can't see. Therefore it could be TOX20 or PIX 67 - we can't be sure so the chance is 50/50;1;;;
4IALa5Fmj0qG;presented;feet;probe_amb_beak.png;narrow_right;1;5;72;2: female;NA;0;because all mutations are equally likely so it might have blue feet as well as a blue beack;1;;;
79zz4FIIiuut;presented;feet;probe_amb_beak.png;narrow_right;1;5;32;1: male;NA;0;The duck definitely has a blue beak, as evidenced in the photo. However, we cannot see the feet, so cannot confidently say if it has blue feet and beak, i.e. PIX67, but is equally as likely. ;1;;;
7kGeesgrr9qj;presented;feet;probe_amb_beak.png;narrow_right;1;5;37;2: female;Biologist was spelled wrong in one of the initial paragraphs;0;Because there is an equal probability of either mutation;1;;;
8MwLKzbLrOsl;presented;feet;probe_amb_beak.png;narrow_right;1;5;27;1: male;NA;0;can't see the feet so don't know if the feet are mutated as well;;1;;
9TSHlSHGXyvW;presented;feet;probe_amb_beak.png;narrow_right;1;5;28;1: male;I did not spot any errors in this study.;0;We can only see the beak, not the feet. And the mutations have an equal probability. Based on the limited information, I believe either mutation is equally as likely.;1;;;
a4fOKaajmrWm;presented;feet;probe_amb_beak.png;narrow_right;3;5;22;2: female;n/a;0;2 types of duck could have the blue beak mutation, therefore it is 50% chance for either. As its 50%, I placed the marker in the middle of the scale ;1;;;
Bv7DVV1h9R55;presented;feet;probe_amb_beak.png;narrow_right;3;5;33;1: male;none;0;cant see the feet;;1;;
bVKPehkFtSyu;presented;feet;probe_amb_beak.png;narrow_right;2;5;47;1: male;I think in the instructions Biologist was spelt incorrectly. ;0;Both mutations have the same probability of occurring, so the rating needs to be in the middle. ;1;;;
C2MOPVt3JtEa;presented;feet;probe_amb_beak.png;narrow_right;1;5;50;2: female;NA;0;info said all mutations have an equal chance;1;;;
C3XvoTq8vk4e;presented;feet;probe_amb_beak.png;narrow_right;1;5;24;2: female;NA;0;As we cannot see the feet of the duck, it is equally likely the duck either has the mutation which causes a blue beak + feet or just the blue beak.;1;;;
chtpp6x1aM3s;presented;feet;probe_amb_beak.png;narrow_right;2;5;39;2: female;NA;0;Can only see the beak so equal probability that its feet are blue too.;1;;;
DmyFPFydW44W;presented;feet;probe_amb_beak.png;narrow_right;1;5;33;1: male;None, thanks. ;0;I can't really see the duck's feet. I can only see that it has a blue bill. Each of the mutations is equally likely to cause this, I believe. ;1;;;
dUSgYCSWVglT;presented;feet;probe_amb_beak.png;narrow_right;1;5;36;2: female;No comments.;0;If there's a roughly equal chance of the duck having any of the three mutations, and the only known feature of the duck we can see is the blue beak, then I can only speculate that it has an equal chance of having either 'blue beak/blue feet' or 'blue beak only' mutation.;1;;;
dXlNZxv3gRjG;presented;feet;probe_amb_beak.png;narrow_right;1;5;32;2: female;No issues;0;Only the beak can be seen. Without a view of the feet a clear judgement cannot be made;;1;;
EDRAD5kpv33t;presented;feet;probe_amb_beak.png;narrow_right;2;5;52;2: female;NA;0;I could only see the blue beak and given that mutations are equally as likely it is equal that the duck could have wither the blue beak and feet mutation or the beak only.;1;;;
fqB35s8isoV2;presented;feet;probe_amb_beak.png;narrow_right;1;5;32;1: male;NA;0;I could only see the beak, so I was unable to determine whether the feet are blue or not.;;1;;
hcfLLF3yO2nR;presented;feet;probe_amb_beak.png;narrow_right;1;5;26;2: female;None;0;You can see he has a blue beak, but you cannot see whether his feet are also blue. So it's likely he has either the blue beak or both. ;;1;;
iPpijUP3pCIH;presented;feet;probe_amb_beak.png;narrow_right;1;5;31;1: male;NA;0;As we have learned in the previous article, the mutations have no influence on the probability of having another mutation on the duck, so it's an equal chance they will have a particular mutation.;1;;;
J7MeNw9nz28t;presented;feet;probe_amb_beak.png;narrow_right;1;5;56;1: male;NA;0;because a duck has an equal chance of having a mutation that causes either a blue beak or a blue beak and blue feet;1;;;
juTydMk2ZMyj;presented;feet;probe_amb_beak.png;narrow_right;1;5;45;1: male;none;0;Can't see the feet, therefore (I think) equal probability of it being either mutation,;1;;;
JWLlpqUUNWSN;presented;feet;probe_amb_beak.png;narrow_right;3;5;35;1: male;NA;0;We do not know what the mutation is and it is equally likely that either one could occur. There is a similar chance of any of them.;1;;;
JWm3C5aWcCyX;presented;feet;probe_amb_beak.png;narrow_right;1;5;37;2: female;NA;0;The chance of having either mutation is equally probable. The duck's feet cannot be seen so we have to assume it's a 50/50 chance the duck also has blue feet. ;1;;;
KexVO6XX7evl;presented;feet;probe_amb_beak.png;narrow_right;1;5;29;2: female;no errors encountered ;0;having one deformity does not reduce the probability of having the other.;;1;;
kHPBkBemnXFw;presented;feet;probe_amb_beak.png;narrow_right;2;5;57;2: female;none;0;there is an equal chance for the duck to have either the PIX67 or the TOX20 gene.  Impossible to be sure as the feet are submerged.;1;;;
KXro67CA0c2o;presented;feet;probe_amb_beak.png;narrow_right;1;5;52;2: female;NA;0;I can see the blue beak but not the feet so there is an equal possibility that it could have blue feet as not, although as only 5% have blue feet I could have gone more like that it's just tox20;1;;;
LaLe3L6ljZeG;presented;feet;probe_amb_beak.png;narrow_right;1;5;19;1: male;NA;0;There are equal chances of it having each gene so if it has a blur beak it has equal chances of having one of the mutated genes which cause a blue beak;1;;;
M6ofSsNNZr5z;presented;feet;probe_amb_beak.png;narrow_right;1;5;30;1: male;None;0;The ducks feet are still under water so coming to a conclusion is not possible, that is why both blue beak and feet is equally possible;1;;;
MdBJckrUt5BU;presented;feet;probe_amb_beak.png;narrow_right;1;5;60;2: female;NA;0;As you cant see if the Ducks feet are blue or yellow it could have the TOX or the other mutation that causes just the blue beak as it is equal chance that this duck could have either;1;;;
NfvNzKVvuxD0;presented;feet;probe_amb_beak.png;narrow_right;1;5;35;2: female;NA;0;I can't see the duck's feet, but it seems like it has a 50% chance of having blue feet as well as a blue beak.;1;;;
nqZoFo6YrhYK;presented;feet;probe_amb_beak.png;narrow_right;1;5;58;1: male;No problems noted.;0;I can't see his feet--thus I have no idea if he's PIX or just TOX.  Since both occur with equal frequency, it's not possible to discern.;1;;;
o7zXuYuiEZMG;presented;feet;probe_amb_beak.png;narrow_right;2;5;34;2: female;None;0;The different mutations can all happen equally as much;1;;;
OlI8UfI37qs6;presented;feet;probe_amb_beak.png;narrow_right;2;5;23;1: male;null;0;Only the beak was seen the water doesn't allow me to see the color of the feet and it might be yellow or blue;;1;;
OypYQ9D7PqYm;presented;feet;probe_amb_beak.png;narrow_right;1;5;28;2: female;N/A;0;The gene mutations occur with equal probability so there's no reason to suspect one genetic mutation over another (as long as they both cause blue beaks);1;;;
PaE1Qn1T9Usg;presented;feet;probe_amb_beak.png;narrow_right;1;5;62;1: male;NA;0;you cab only see the blue beak but there is a 50-50 probability of also having blue feet.;1;;;
pCT7kV7R5SlF;presented;feet;probe_amb_beak.png;narrow_right;1;5;67;2: female;no errors;0;we couldn't see the ducks feet so it could have a pix 67 mutation, or it could have bothnax20 and a tox 20 mutation as we know they can have more than one mutation;;1;;
PG4jxmPBIFWU;presented;feet;probe_amb_beak.png;narrow_right;1;5;48;1: male;no problems, everything worked fine;0;The information stated that each mutation was equally likely, so that duck is just as likely to have only a blue beak as they are both a blue beak and blue feet.;1;;;
qGWnhcsEZXGH;presented;feet;probe_amb_beak.png;narrow_right;1;5;31;1: male;NA;0;I couldn't see the ducks feet so couldn't make a call either way;;1;;
QuP7w2fSm3ZI;presented;feet;probe_amb_beak.png;narrow_right;1;5;35;2: female;NA;0;We are unable to see the duck's feet, so it's best to assume both are equally likely.;1;;;
rF9uzhoCEZWA;presented;feet;probe_amb_beak.png;narrow_right;2;5;52;1: male;No errors or technical issues;0;Either genetic mutation can cause the blue beak, it wasn't possible to tell which colour feet the duck has because its feet were underwater and not visible.;;1;;
RFakPM7Ej9g4;presented;feet;probe_amb_beak.png;narrow_right;1;5;27;2: female;NA;0;We are unable to see the colour of the feet;;1;;
SbVoc4oI7mGg;presented;feet;probe_amb_beak.png;narrow_right;1;5;61;1: male;No problems or errors;0;Only the beak was visible, not the feet. The beak was blue but the feet could have been either colour, so the specific mutation was unknown here.;;1;;
TC8nPcDganab;presented;feet;probe_amb_beak.png;narrow_right;2;5;30;2: female;NA;0;We can only see the duck's beak and not feet.  Since all of the mutations are equally as likely as the other, I chose that both are equally as likely.;1;;;
uAS8Z7JdHSxO;presented;feet;probe_amb_beak.png;narrow_right;1;5;32;3: non-binary;NA;0;If the mutations are all equally likely to occur, then there's no reason to appraise any one duck of having more or less possibility of a given mutation.;1;;;
UcGX9AKOTZcG;presented;feet;probe_amb_beak.png;narrow_right;1;5;25;1: male;NA;0;Only the beak of the duck was visible thus it is not known if the duck also has blue feet. This implies that the duck could either have the PIX67 mutation or the TOX20 mutation but definitely not the NAX20 mutation as this mutation only results in blue feet;;1;;
ukQWWZdF7CSk;presented;feet;probe_amb_beak.png;narrow_right;1;5;58;1: male;none;0;there is the same likelihood of each mutation so there is an equal chance that the feet will be blue or not;1;;;
UO2PSOVhfBaw;presented;feet;probe_amb_beak.png;narrow_right;1;5;55;2: female;I do not believe that I saw any errors;0;I was thinking that because each of the 3 options were equally likely that with one gone the 2 left would also be equally likely. The feet had a fifty fifty chance of being blue.;1;;;
vzoqf8HF9zz5;presented;feet;probe_amb_beak.png;narrow_right;1;5;53;1: male;NA;0;"My first thought was that you can't see the feet. Each mutation has an equal chance of occurring. Therefore you can not determine from the picture if the feet are blue or not. Which means the duck  has either TOX20 or PIX67. 

However, my second thought was that they have a 67% chance of either PIX67 or TOX20, as having one doesn't necessarily mean they do or don't have the other one too. So I think my answer of 50% is wrong. They have a 67% chance of blue feet.";;1;;
W9Ct2tBrxZDf;presented;feet;probe_amb_beak.png;narrow_right;1;5;20;1: male;No errors.;0;Because we cant see the duck's feet on the photo meaning it cant be narrowed down to one specific outcome. furthermore, there is an equal 5% chance of any of the mutations to occur in the ducks meaning it it equally possible that the duck did or did not have blue feet too.;1;;;
WH05yf8EJZZW;presented;feet;probe_amb_beak.png;narrow_right;2;5;58;1: male;Nothing to report.;0;I have noway of assessessing the colour of the feet, so I went for 50:50. However, they are more likely NOT to be blue.;1;;;
WUTEaVcweHue;presented;feet;probe_amb_beak.png;narrow_right;1;5;65;1: male;was great thanks;0;odds are the same for each condition.;1;;;
wX2XBlGuIwcs;presented;feet;probe_amb_beak.png;narrow_right;2;5;27;1: male;No errors;0;The probability is the same.;1;;;
XhAp8eJbGv1R;presented;feet;probe_amb_beak.png;narrow_right;1;5;39;2: female;NA;0;you cant see the feet to make an informed decision;;1;;
xY0vI1fIviYW;presented;feet;probe_amb_beak.png;narrow_right;1;5;34;1: male;NA;0;Couldnt see ducks feet;;1;;
ZbOPXfa8nTkt;presented;feet;probe_amb_beak.png;narrow_right;1;5;31;2: female;I did not notice or come across any errors. The study is well put together, easy to understand, and very fun and interesting! Thank you!;0;I said that it is equally likely that the duck has TOX20 and PIX67 because they both occur equally. I cannot see the feet so therefore I cannot say for sure which mutation it has. ;1;;;
znNippP5Crx2;presented;feet;probe_amb_beak.png;narrow_right;1;5;28;2: female;no errors;0;The duck had a blue beak, and both mutations PIX67 and TOX20 causes this. I have answered that there is equal probability because all mutations have an equal chance of appearing in the ducks.;1;;;
15SlxDvx33Xy;presented;beak;probe_amb_feet.png;narrow_right;1;5;31;2: female;NA;0;Because each mutation has equally opportunity to occur;1;;;
2ktxKG6dQnRU;presented;beak;probe_amb_feet.png;narrow_right;1;5;22;2: female;NA;0;having a certain mutation does not affect other mutations so duck can have mutation or not have it.;;1;;
3898BizZFyb4;presented;beak;probe_amb_feet.png;narrow_right;1;5;76;2: female;In the first scenario I wrote TOX where I meant blue feet NAX but I couldnt go back to correct;0;"I can only see blue feet
Since all 3 mutations have an equal chance or occurring then the duck could either be PIX or TOX";1;;;
3HErhxU6YBjw;presented;beak;probe_amb_feet.png;narrow_right;1;5;55;2: female;No errors identified.;0;Both the mutations led to blue feet and we could only see the feet in the image so it was equally possible that they had either or both mutations.;1;;;
58zmdL0E700m;presented;beak;probe_amb_feet.png;narrow_right;1;5;37;1: male;No errors.  Interesting study!;0;The ducks beak was not observable, only its blue feet.  Blue feet could be caused by either NAX20 mutation or PIX67 mutation.  The prevalence of the mutations is equal in the population and independent.  That means there is an equal chance of having NAX20 or PIX67.  The duck could have one of these mutations or even both.;1;;;
6RORetzrGAww;presented;beak;probe_amb_feet.png;narrow_right;1;5;36;1: male;no errors ;0;I think we can see the blue feet so at least one mutation is definitely there, but as all are equally likely and independently viable there is a good chance that this duck will have blue beak as well.;1;;;
BKSOQOwIKb9y;presented;beak;probe_amb_feet.png;narrow_right;2;5;25;1: male;nothing;0;according to the table;;1;;
bReKeuecEhS5;presented;beak;probe_amb_feet.png;narrow_right;1;5;50;2: female;NA;0;you could only see the feet so could not determine what colour the beak would be - therefore giving it an equal chance;1;;;
bZOKp36T2Vsq;presented;beak;probe_amb_feet.png;narrow_right;2;5;57;2: female;none;0;it would be if NAX20 if i could see its beak. so the probability of it being PIX67 was halved;;1;;
cvZoT9SfUn6a;presented;beak;probe_amb_feet.png;narrow_right;1;5;33;1: male;NA;0;PIX67 causes both blue feet and beaks. NAX20 is only blue feet. Both these mutations have the same probability of occurring. We can only see the feet, so both genes are equally likely.;1;;;
dFtXquyILVEO;presented;beak;probe_amb_feet.png;narrow_right;1;5;34;2: female;No errors;0;I couldn't see whether the beak was blue or not. so it could be either mutation that has caused the blue feet;;1;;
dQHhx1cklhRZ;presented;beak;probe_amb_feet.png;narrow_right;1;5;21;1: male;NA;0;The beak wasn't visible so a probability of a 50/50 for a mutation that causes both (PIX67) was a valid choice;1;;;
dVWeM9OFYQSr;presented;beak;probe_amb_feet.png;narrow_right;1;5;26;1: male;NA;0;If all mutations occur equally then it is more likely to be either of them than more likely to be just one of the mutations.;1;;;
dYkAhlJULecU;presented;beak;probe_amb_feet.png;narrow_right;1;5;53;1: male;I did not encounter any errors.;0;The picture did not show the ducks beak colour so I allocated 50% chance it might be PIX67 (blue beak and blue feet) and 50% chance it might be NAX20 (only blue feet).;1;;;
eWpMimbu7FOK;presented;beak;probe_amb_feet.png;narrow_right;1;5;42;2: female;NA;0;The duck had blue feet. There are two mutations that cause blue feet. AS we cannot see the beak it is impossible to know whether it is PIX or NAZ. Each occur with equal frequency so it could be either. 50/50 chance. ;1;;;
gHqpOyXOEfzy;presented;beak;probe_amb_feet.png;narrow_right;1;5;35;2: female;NA;0;The duck had blue feet but it couldn't be seen whether or not the beak was also blue, and all the mutations are of equal probability.;1;;;
gZueAZFAupTw;presented;beak;probe_amb_feet.png;narrow_right;1;5;40;2: female;NA;0;I couldn't see the duck's beak because it was underwater, therefore it's equally likely to have the blue beak mutation as it is to have the blue feet only mutation.;1;;;
HeOhcMCu2YkG;presented;beak;probe_amb_feet.png;narrow_right;1;5;27;2: female;NA;0;the duck clearly has blue feet so it definitely has the mutation that causes this to happen but the beak is not visible so it is unknown exactly which mutation the duck has and as they all occur equally throughout the population it is just as likely that the duck also has a blue beak as it that the duck has blue feet only;1;;;
HjqeALm5s2bV;presented;beak;probe_amb_feet.png;narrow_right;1;5;75;2: female;NA;0;I can't see the beak so it may or may not be blue;;1;;
HLhc1H81kCZI;presented;beak;probe_amb_feet.png;narrow_right;1;5;21;1: male;NA;0;blue feet can occur in both but the beak is hidden so there is no way to know if its either or;;1;;
JlFyTuYYG6Qm;presented;beak;probe_amb_feet.png;narrow_right;1;5;64;2: female;NA;0;"We could only see the feet of the duck which was blue, so the duck could have only blue feet or it could have blue feet and a blue beak
";;1;;
JrtlWg8JAWQT;presented;beak;probe_amb_feet.png;narrow_right;1;5;64;1: male;NA;0;Well, since the duck's head is under water, going for the middle option seems the best bet. ;;1;;
JtyYWkPge2HT;presented;beak;probe_amb_feet.png;narrow_right;1;5;42;2: female;NA;0;Because you cant see the duck's head it is equally likely that he had a blue beak as well as blue feet.;1;;;
JZY6c68SyZS8;presented;beak;probe_amb_feet.png;narrow_right;1;5;45;2: female;NA;0;I thought it was equally likely to be either mutation as they both cause blue feet and are both equally likely. As we cannot see the beak we cannot tell which so I went for 50%;1;;;
KwRhHoU6ahki;presented;beak;probe_amb_feet.png;narrow_right;1;5;43;2: female;Nil;0;Because there is equal chance of having the mutations ie blue feet and beak or blue feet only. ;1;;;
LbSrSpPRXoxC;presented;beak;probe_amb_feet.png;narrow_right;1;5;41;2: female;all good;0;Each duck has the same chance of having one of three mutations and so the chance of them having blue feet or blue feet and a beak would be the same.;1;;;
lsffVejcjp0A;presented;beak;probe_amb_feet.png;narrow_right;1;5;65;2: female;NA;0;all mutations have an equal chance ;1;;;
m5a6ywVEFnwe;presented;beak;probe_amb_feet.png;narrow_right;2;5;28;2: female;NA;0;You can not see the beak to see if they have both blue beak and blue feet or just the blue feet. Because both mutations occur at the same rate and independently, it is equally as possible that the duck could have either mutation.;1;;;
MBdX3C5ISSVR;presented;beak;probe_amb_feet.png;narrow_right;1;5;29;1: male;NA;0;Because I was unable to see the colour of the beak, I couldn't determine which one was more likely. They both have the same effect on the feet, which is the only affected part of the duck I could see, therefore I couldn't make a definitive determination as to which mutated gene the duck had.;;1;;
N5IuXm5oHLDX;presented;beak;probe_amb_feet.png;narrow_right;1;5;57;2: female;None, all was fine.;0;It is equally likely that the duck had just blue feet or blue feet and beak;1;;;
oivRo0xRhzrX;presented;beak;probe_amb_feet.png;narrow_right;2;5;28;1: male;NA;0;since I saw the feet only went with both equally likely ,;1;;;
p99e0mbbxRKw;presented;beak;probe_amb_feet.png;narrow_right;1;5;42;1: male;none;0;There is an equal chance of either species and as i can't see the beak i believe there is an equal chance of being either species.;1;;;
pBdKDaCdyNss;presented;beak;probe_amb_feet.png;narrow_right;1;5;45;1: male;NA;0;I rated the equal, as each mutation has an equal chance of occurring.;1;;;
qcFYgUZlLRsF;presented;beak;probe_amb_feet.png;narrow_right;1;5;55;1: male;None noticed;0;Either PIX67 or NAX20 could cause blue feet. I would need to see the beak to distinguish between them, but this was not visible so either is equally likely.;1;;;
qjhBXqx22CTW;presented;beak;probe_amb_feet.png;narrow_right;1;5;22;1: male;NA;0;It said that both mutations have equal chances of occurring so I assumed there is equal chance it is one or the other;1;;;
QtlAblfngsHu;presented;beak;probe_amb_feet.png;narrow_right;1;5;24;1: male;no;0;NA;;1;;
QyKnZYBjiEC1;presented;beak;probe_amb_feet.png;narrow_right;1;5;36;2: female;none;0;It has equal chance of just having blue feet and also blue beak as well but can't see the beak;1;;;
R7dE0Q0vsFTF;presented;beak;probe_amb_feet.png;narrow_right;1;5;34;2: female;NA;0;Since both had an equal chance of being possible I chose the middle option. ;1;;;
rkrS1M24iOhC;presented;beak;probe_amb_feet.png;narrow_right;1;5;22;2: female;i didnt pick up on any errors in the study;0;all mutations appear equally as often in the population, and without seeing if the duck has a blue beak or not the assumption would be that there is an equal chance for it to have either gene mutation;1;;;
S5HSpX89qY5P;presented;beak;probe_amb_feet.png;narrow_right;2;5;29;1: male;NA;0;We was unable to see the colour of the beak. Meaning it could be either of the two although I am more inclined to say it would have had a blue beak.;;1;;
sl6jxfUYPfWg;presented;beak;probe_amb_feet.png;narrow_right;1;5;25;2: female;none;0;There is an equal chance of ducks having either the PIX or TOX gene that causes their blue feet or blue feet and beak. Therefore, there is equal chance that it will be either if you cannot see the beak.;1;;;
SqeFaYCLmcY5;presented;beak;probe_amb_feet.png;narrow_right;1;5;29;3: non-binary;There was a duck that had blue feet and a blue beak. I would have liked the option of selecting that the duck EITHER had the beak & feet mutation, or it had the independent beak mutation and the independent feet mutation to explain its appearance. ;0;Because all of the mutations occur with equal frequency, it is equally possible that the duck has the blue beak & blue legs mutation as it is that the duck has the only blue legs mutation (considering the beak is not shown).;1;;;
T0xqEzg7cI09;presented;beak;probe_amb_feet.png;narrow_right;1;5;50;2: female;no errors;0;there is an equal chance of either mutation since I can only see the feet;1;;;
tHSZZPSlORDy;presented;beak;probe_amb_feet.png;narrow_right;1;5;55;2: female;No issues or problems;0;We could only see the blue feet, the chance of the mutation for blue feet only and blue feet and blue beak are equal, so it is equally possible for the duck to have either mutation;1;;;
tk4oXbV36BHk;presented;beak;probe_amb_feet.png;narrow_right;1;5;43;1: male;NA;0;equal mutations;;1;;
tl3l5vU8tNdh;presented;beak;probe_amb_feet.png;narrow_right;2;5;38;1: male;NA;0;Both mutations cause blue feet.;;1;;
TT06JZ6gEx5a;presented;beak;probe_amb_feet.png;narrow_right;1;5;50;1: male;none;0;The mutations happen independently of each other. I can only see the feet. I therefore assume the chances of one mutation vs another are equally likely.;1;;;
UdZcJ0j6BK4p;presented;beak;probe_amb_feet.png;narrow_right;1;5;44;2: female;none;0;Well it has an equal chance of being either type of duck;1;;;
Ujrf48vZA9Cs;presented;beak;probe_amb_feet.png;narrow_right;1;5;57;1: male;NA;0;There is an equal chance of PIX or NOX and we cannot tell which it is by looking at the photo.;1;;;
UQcbweNNTE5q;presented;beak;probe_amb_feet.png;narrow_right;1;5;63;1: male;Nil;0;Because you could not see the beak, and both types of duck have equal occurrence, it could be either of the two. Hence the probability of 50%;1;;;
ur79whNyvcaB;presented;beak;probe_amb_feet.png;narrow_right;1;5;35;2: female;nil;0;You can only see the blue feet. The mutations occur equally frequently. Therefore the duck has an equal chance of having one of the two mutations that causes blue feet.;1;;;
uUcVAJQlyIm6;presented;beak;probe_amb_feet.png;narrow_right;1;5;46;2: female;N/A;0;it definitely had blue feet as you could easiily see this but you could not see if it had a blue beak or not so I did a 50/50 guess;1;;;
V39vvsAlvoRf;presented;beak;probe_amb_feet.png;narrow_right;1;5;46;2: female;None;0;Both mutations cause blue feet which the duck in picture had.;;1;;
vjzv9fhZoNg5;presented;beak;probe_amb_feet.png;narrow_right;1;5;66;2: female;N/A.;0;In the picture, you can only see the feet. I think there's a chance, between 30 and 50% that the duck will also have a blue beak. Now, that I've thought about it a little more, I think I overestimated the chance of the duck also have a blue beak in the previous question.;;1;;
w9zY9tg09Jir;presented;beak;probe_amb_feet.png;narrow_right;1;5;18;2: female;NA;0;since we could only see the feet we know it's either got the blue feet mutation or the blue feet and beak mutation. the information before said that all the mutations were independent of each other and had about equal probability. this led me to say that it was an equal chance between the two mutations as we can't be certain that it is definitely either one/one isn't really more likely unless we were able to see its beak too.;1;;;
wgPr4OIdmh16;presented;beak;probe_amb_feet.png;narrow_right;1;5;26;2: female;(i think) in one question forced to rate certain combination of mutations as more likely for a duck with blue beak and feet, when it could equally have had any combination of PIX, PIX + TOX, PIX + NAX, or NAX + TOX mutations. ;0;We cannot see the beak so can't say it is due to the PIX mutation, both PIX and NAX occur at same rate in population so cannot say either is more likely ;1;;;
xaP04EhvSNC2;presented;beak;probe_amb_feet.png;narrow_right;1;5;60;2: female;none;0;both categories have blue feet but cannot see colour of beak;;1;;
xN6lCWormz2o;presented;beak;probe_amb_feet.png;narrow_right;1;5;33;1: male;NA;0;i take back my answer, i was going to say it was 50/50 without seeing the beak. but with there only being a 5% chance of the mutation the chance would be much lower;1;;;
XspYeTCAUu4E;presented;beak;probe_amb_feet.png;narrow_right;1;5;44;1: male;NA;0;It definitely has blue feet, but equally could have a blue beak also.;1;;;
yrB13N4FsKZs;presented;beak;probe_amb_feet.png;narrow_right;2;5;25;1: male;NA;0;The mutations are independent, so I don't know.;;1;;
