"subj_code","condition","desktop_conf","attent_conf","prevalence","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"qMcUktf3cDcV",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"each of these mutations are equally likely to occur and as you can only see the ducks feet it;s equally likely to be one of either of the mutations ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female",NA,0
"QTTLc074suyd",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Because the mutations are independent of each other, there's an equal chance that the duck has a blue beak and blue feet. Since only 5 percent of the ducks have blue feet, my assumption is that there is a higher percentage of ducks with blue beaks, making it highly probable that the duck in the picture has a blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"2: female",NA,0
"qwSd7LvdjEFV",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"As the mutations can equally be impacted it’s a 50:50 split if the pix67 or nax20 has occured","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female","No issues for my self ",0
"r8mxZHGBjyEv",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"I cannot comprehend mathematics and numbers due to a mental condition, so I based my gut feeling on seeing of blue feet. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"1: male",NA,0
"rHIQmKwNg1Vm",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Blue feel are available to both PIX67 and NAX 20 therefore there is an equal chance that it is either.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",55,"2: female","Now that I think about it, that first duck was probably a NAX20 since only 5% of ducks have blue beaks there is a 95% chance that it was a NAX20.",0
"SLN7wnfQ4DkS",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"The beak was not visible so no assumptions about its colour can be made.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",85,"1: male","No issues.",0
"sQCX7NrQVPai",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",3,5,"the ducks could  have any of the mutations","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",61,"2: female",NA,0
"sulnpYWmOnaq",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,1,"Doesnt come with a blue beak, therefore low probability","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",35,"1: male",NA,-4
"SuqL3NlivHHG",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Both the blue feet mutation and the feet and beak mutation occur equally (5%). Therefore without seeing the beak the duck has a an equal liklihood of having one of the two aforementioned mutations. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"1: male","no errors i identified.",0
"trFnxQCSxTmj",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Both mutations cause blue feet, I can't see the beak so I don't know which one for sure. Each mutation is equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"2: female",NA,0
"TRXut6ZY12pK",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"It is obvious that mutation NAX20 exists but since the ducks beak is in the water I don't know what color it is.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",49,"2: female","Everything went well.",0
"TUC3ZLexFe9s",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"The mutations appear equally as often so with only seeing the feet the chance is 50% for either being true.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"1: male","No errors, everything worked well.",0
"uVl6W3GFqF46",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"you could only see feet so might have both","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",44,"2: female",NA,0
"uzdSlE9PXG8m",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Both mutations occur independently, with an equal probability. As we cannot see the beak, we don't know if the duck has a mutation affecting it.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"1: male",NA,0
"v7OINEYGHocx",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,10,"I rated the probability of the duck having the PIX67 mutation as more probable than the probability of the duck having a combination of mutations because the mutations occur independently of each other. This means that it is less likely that the duck would have two mutations that happen to affect the same phenotype (blue feet and blue beak). It is more likely that the duck would have a single mutation that affects both of these traits","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).","This duck has a PIX67 mutation (blue beak and blue feet).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",57,"1: male","None",5
"vIFXqWoNkWgq",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",3,0,"This is because the duck in the picture to have a blue feet ","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has a PIX67 mutation (blue beak and blue feet).",25,"1: male",NA,-5
"VujdtMWWQ0LZ",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"the duck has blue feet, therefore could be PIX67 OR NAX20.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",64,"2: female",NA,0
"WBtdrh0fg8kC",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"mutations equally happening","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"1: male","none",0
"wMNXMLmltknZ",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"With it only partially seen, it is just as likely to be one option or the other.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",58,"2: female",NA,0
"wR6yCwQB1XC3",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,1,"There is only a 5% chance of the duck having a blue beak so its more than likely this duck does not have a blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",40,"1: male","there were no errors",-4
"X6kHZD7Uye3q",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"There is an equal probability of the PIX67 or NAX20 mutation occurring. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",29,"2: female","None",0
"xORYYtGUP8QO",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"As the mutations are equally likely to occur I don't think there is any higher probability that it would be one or the other. Both only blue feet and blue feet and beak are equally as likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"3: non-binary",NA,0
"XyzlywG6UZ6y",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"Because it was stated that these mutations have equal chance happening to any duck and since I couldn't see the ducks beak there was no way to know which mutation it had ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",22,"1: male",NA,0
"XyzrQuh3xWeA",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"You can only see the feet, therefore you have no idea if the duck has a blue beak as well. So it is just as like that it does have a blue beak or a yellow beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",47,"2: female","none",0
"Y0oG0lrc37LW",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"As i could only see the ducks feet, which were blue. Based on the information about the probability of which mutation the duck could have there is an equal probability that the duck has or hasn't got a blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",61,"1: male","There were no errors that i encountered. This was a well structured and interesting survey to complete",0
"YlUI85Kl1Nyh",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"They have an equal chance having the mutation as they are independent from each other","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male","no errors",0
"0F2ZRvPkwqo8",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Since I could only see the blue beak, I don't know if the feet are blue or not but, since I know that each mutation is equally likely, I can assume there is an equal chance that both his beak AND feet are blue as opposed to just his beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",43,"2: female",NA,0
"1kbILWXq2Hcs",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because I can't see the feet and the mutations are meant to happen equally as often, I think there is an equal chance that the duck could have just a blue beak or that the duck has a blue beak AND blue feet as well.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"2: female","No comments or concerns, thank you!",0
"1L41cSF0k4in",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"They all have the same amount of chance of happening and you can see the duck has a blue beek. So only makes sence that its equal
","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",25,"1: male",NA,0
"1UUGXi4S36XL",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"only blue beak is shown so it either any of those option mentioned","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male","none",0
"2Hc7TwerBdpN",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because all the probabilities are equal, it can be either of the three.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"2: female","N/A",0
"3JLJgQkqCYvH",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"blue beak = TOX20
We cannot see its feet.
So we cannot say for 100% that is is only TOX20
We can say though that is has an equal chance of being either TOX20 or PIX67.
Just because we cannot asertain that the feet are not blue, doesnt mean they are or not.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",53,"2: female","all went well",0
"3S6OIPPQcfJ3",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"i gave the rating because all the mutations have equal chances","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",42,"2: female",NA,0
"46QSD090ZbDu",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"It is not possible to know if the duck had blue feet since we can only see its blue beak we cannot judge whether it also has blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",40,"1: male",NA,0
"49Xk2S6Wqozl",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The feet arent visible to give a better judgement","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",26,"1: male","Everything worked fine
",0
"4nBeMkM6l7Tv",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,0,"Becayse I could see the blue beak but not the feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",60,"2: female","No",-5
"4wDLGqUSqPax",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I can't see the ducks feet, onlt the beak, so it might have blue feet. In which case the chances of bothe mutations are equal.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",41,"2: female","none",0
"6HKaloCfm1sR",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"No way to know for sure as feet could not be seen","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",58,"2: female",NA,0
"6o5KQjvRRtqO",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"It could be equally possible the duck also has blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",42,"2: female","none",0
"7J2QiQl4801G",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"All mutations have the same probability, and we can't see this duck's feet, so we can't tell if it only has a blue beak or both blue beak and feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"2: female","No errors",0
"9HaMd4b3g1nJ",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"We can't see the feet, so it is equally likely that it is either Tox for only thebluee beak, or Pix, for the blue beak and blue feat","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",29,"1: male","no errors",0
"ADWR6PXXimZ2",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because both mutations are equally likely to occur in a duck. The chance that, given a blue beak, either mutation occurs is also equal. We thus cannot make judgement without looking at the feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",20,"1: male",NA,0
"Ba7hcbZgKJ5y",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"the ducks have an equal chance of mutation as previously stated in earlier text.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"2: female",NA,0
"BsL30bxNOctl",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"Can't see the colour of the feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",57,"1: male",NA,0
"c1N7HWny9T7f",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"You cannot see the ducks feet, meaning it is equally possible to have blue feet as well as the blue beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",22,"1: male",NA,0
"cfjRlrSH5kv8",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",3,5,"As I only saw the blue beak it is hard to tell fully if that is Pix67 or Tox20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",51,"2: female",NA,0
"eJwZI5baT5zt",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"There,s a 50% chance mutation occured only on the beak and there,s another 50% chance the mutation occured on both the feet and the beak because the feet isn,t visible.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male","none",0
"f5syRU0iSXaO",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because each mutation occurs in equal proportion so each possibility occurs with same likelihood ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",43,"1: male",NA,0
"fdE85eInNRD7",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,7,"i gave the rating because it is the appopriopraite one","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).",19,"1: male",NA,2
"fUH677ftSEcy",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"we do not know the feet colour so both option are equal chance","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"1: male","all was fine with this survey",0
"Ga2tU4VStsbE",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because the feet were deep in waters. If they were exposed, the rating would have been different","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"2: female",NA,0
"GEzCJIo57OpH",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"As I could not see the duck's feet there was an equal chance of the duck having either mutation and without seeing the feet there is no way to tell which is more likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",53,"1: male","none",0
"GZ3BSgGhWoum",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Both outcomes are equally likely","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",54,"1: male","no errors",0
"hrmdzoANbBB8",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"couldn't see the feet so it was a guess","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",39,"1: male",NA,0
"IcCUX0qh6sAz",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I gave it this rating because the scientists came to the conclusion after testing the DNA of the ducks from the lake that a duck having one of the three mutations equally. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",51,"2: female",NA,0
"jaj6obmahXXn",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The duck's feet were not visible. It is possible the duck had one or both mutations but not possible to distinguish which from afar.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"1: male",NA,0
"jiB8IJPxPdns",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I couldn't see the ducks feet so the duck could have had either mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"2: female",NA,0
"jOD15M2SCVmr",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,7,"blue beak either pix or nax","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",20,"1: male","no",2
"jU2bMlfaIvkT",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The feet were hidden so the duct could be either.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",53,"2: female",NA,0
"KdADvrJ3CNwH",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"As we cannot see the ducks' feet so it may have a blue beak and blue feet, not just a blue beak. That means it is as likely that each mutation will occur","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",25,"1: male",NA,0
"Km47uA5PeOv9",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,5,"You can't see the feet. Therefore, both choices are equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",52,"2: female",NA,0
"LhasT3NK1G7i",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"there is no way to tell if the duck has blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",45,"1: male",NA,0
"LOUBxMx1axsm",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Given that we cannot see the feet of the duck in the water, it is equally likely that it has just a blue beak (Tox) , or it has a blue  beak and blue feet (Pix)","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",33,"2: female",NA,0
"LUDmkB3DFFxZ",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"You cannot see the feet, so either could be true. Each mutation has an equal chance, so 50/50","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",45,"1: male",NA,0
"m2KjCqSxSteW",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"all mutations have equal probability","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",31,"1: male",NA,0
"m4fG2cQWjJbc",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"You can't see the ducks feet so it's equally likely that he has or hasn't blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"2: female",NA,0
"M7GI0NUZWD07",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I can only see the beak in the photo, not the feet. Without seeing the feet, it's impossible to tell if only the beak colour is blue (TOX20) or if both feet and beak are blue (PIX67). Since all mutations are equally likely, either of these mutations are equally possible.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",28,"2: female",NA,0
"MGcWAxs9Mzxw",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The duck shown had a blue beak, indicating the mutation caused by TOX20. However, the duck's feet were not shown; so its feet were either orange or blue, therefore I gave that rating. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male","No errors observed. ",0
