subj_code;condition;scale_orient;dv_query;instr_tests;age;gender;tech_issues;rating_rec;explanation;Correct explanation ;Unclear explanation ;explanation focusing on perspective of patient;Inferred absence because of low feature base rate;Inferred absence of latent feature due to visibility;Inferred absence of latent feature for any reason
qIzahyR4jjoG;2;narrow_right;probability;1;51;1: male;NA;0;As I understand it, an equal number of people have the relevant levels.;1;;;;;
OpLaTMxWzirm;2;narrow_right;probability;1;32;1: male;no errors;0;Because both occurs simultaneously;;1;;;;
LOGep8V95HU4;2;narrow_right;probability;1;28;2: female;NA;-4;"It's highly likely that the patient will have both but it isn't an absolute guarantee that they will have both. That's why I chose I rating just below ""Definitely both"".";;1;;;;
kZjWRyEgZ6G4;2;narrow_right;probability;1;66;1: male;none;0;we were told the same number of people had each condition therefore it is  an equal chance of having either of them;1;;;;;
VwBXCCPu3jRZ;2;narrow_right;probability;2;33;2: female;none;0;Gludon levels do not give me information on Lian levels, which would determine only one of the mutations. Since both mutations are equally likely, the changes for each mutation are also equally likely;1;;;;;
MF7uidvYJTS7;2;narrow_right;probability;1;36;1: male;I didn't identify any errors.;0;Since the prevalence of both mut-taw and mut-bic is equally likely to occur in a given population and the patient, patient #53, already has abnormal gludon levels, I believe that either mut-taw or mut-bic is equally likely to be present in patient 53.;1;;;;;
7yglU56WnIdg;2;narrow_right;probability;1;31;1: male;NA;-3;"Mut Bic 2 causes abnormal Gludon levels but it was unclear that the Lian levels had raises so based on this information and the evidence provided it is likelier to be Mut Bic 2 which just results in raised Gludon levels
";;1;;;;
xXUM7m1oPzr7;2;narrow_right;probability;1;34;1: male;NA;0;Only when we know the Lian level will we be able to discern which case is appropriate.;1;;;;;
wslyMe5rtOkn;2;narrow_right;probability;3;73;1: male;NA;-3;Given because of the definition given in the explanation of the difference between Bic and taw;;1;;;;
fEpuBGjVI8da;2;narrow_right;probability;1;48;2: female;no issues;-1;They definitely have elevated Gludon levels there is a 5% chance they have the other but not tested yet.;;;;1;;
4vn92b0athp7;2;narrow_right;probability;1;27;4: prefer not to say;NA;0;Lian levels are equally likely to be in the population thus there is 50/50 chance patient 53 could have it.;1;;;;;
hx9LvczdR43C;2;narrow_right;probability;1;45;1: male;None that I could discern.;0;It was stated that Mut-Taw4 and Mut-Bic2 are equally likely to occur in a person. Since the previous question told me that the person in question had high Gludon levels, there is an equal chance of this being attributable to either the Taw4 OR the Bic2 variation as Lian levels were unknown.;1;;;;;
Q3FhZnhFd4tr;2;narrow_right;probability;1;29;2: female;N/A;0;Because the likelihood seems to be equal;1;;;;;
eKHP0loSdCrO;2;narrow_right;probability;1;31;2: female;NA;0;The outcome is unknown so the chances of having that as well is 50%.;1;;;;;
2oLxvKvyscvP;2;narrow_right;probability;2;46;1: male;NA;0;because both mut are equally likely to occur in a person;1;;;;;
4vZv6eeMcygz;2;narrow_right;probability;2;34;1: male;no any issues ;-3;it will definitely reduce the life expectancy ;;1;;;;
BSUGj5atfVM6;2;narrow_right;probability;2;22;1: male;none;0;Both are equally likely to occur in a person and therefore without knowing if Lian blood levels are raised. It is equally likely that either genetic mutation could be the cause of this.;1;;;;;
hTiSuiOMhVR7;2;narrow_right;probability;3;46;2: female;NA;0;both gludon and lian blood levels cause problems;;1;;;;
aisgaoy5oarN;2;narrow_right;probability;1;22;1: male;NA;-2;I chose that option more as there's still a chance that the patient could have an increase in lian levels.;;1;;;;
v0DfvUYXQ5WH;2;narrow_right;probability;1;61;1: male;NA;0;Both mutations are equally likely to affect a subject's Gludon so can not say which one it is until we know the Lian levels.;1;;;;;
6Wjq0laKkPf6;2;narrow_right;probability;1;37;1: male;NA;0;They have the underlying issue that is constant for both mutations and both mutations are equally likely to occur;1;;;;;
kX5FugFftzjP;2;narrow_right;probability;1;28;1: male;Non;0;They are both equally likely to occure;1;;;;;
YKolSi03N7u3;2;narrow_right;probability;2;45;2: female;NA;0;I just assesed the situation and thought that was the most likely outcome.;;1;;;;
uBE3ux3Mr8sY;2;narrow_right;probability;2;67;1: male;None;0;At the moment we do not know about Ludon levels in the patient so each mutation is equally likely to be the cause;1;;;;;
NIl2g5O2Nqnx;2;narrow_right;probability;2;22;2: female;All good :);0;As it previously stated that the effects of each of these are equal;1;;;;;
vnmB7JtNfeqk;2;narrow_right;probability;1;39;1: male;No issues with the study, easy to complete, thank you very much.;0;"I gave the rating of ""both equally likely"" because of the information from the study of 200 people. It showed that the Taw4 and Bic2 gene mutation are equally likely to occur. Both are equally likely to cause the abnormal Gludon levels in patient 53. ";1;;;;;
2H24WDPZq6jd;2;narrow_right;probability;1;41;2: female;NA;0;Its it known that either has an equal chance if being likely to occur in a person;1;;;;;
FYC4eHRUEEo1;2;narrow_right;probability;1;46;1: male;No errors;0;They either have MUT-TAW or MUT-BIC, both are equally prevalent so I put the odds as equal ;1;;;;;
gCrEXXL8Ptbd;2;narrow_right;probability;1;43;2: female;NA;0;Both cause the condition we know the patient definitely has so either one is likely to have given to her;1;;;;;
wX4gAfRkDFhm;2;narrow_right;probability;1;24;1: male;No errors.;0;The info I was provided said that both mutations are equally likely, and they both affect that Gludon blood level. Thus, either one should be equally likely in this case, since both are equally common and would explain the condition.;1;;;;;
l2Ctnu73djIN;2;narrow_right;probability;3;41;1: male;NA;0;"We don;t know enough to determine which is the cause";1;;;;;
ujVE5Npuahez;2;narrow_right;probability;1;57;1: male;NA;0;Only by measuring the lian levels will we know what gene mutation this is, as only Mut-taw4 has abnormal lian levels;1;;;;;
qAroplBRGVFX;2;narrow_right;probability;1;41;1: male;NA;0;Abnormal levels of gludon in the blood is a symptom of both Mut-Taw4 and Mut-Bic2. As both of these are equally likely to occur in a person there is an equal chance that it could be either of the 2 mutations.;1;;;;;
jWgLDRmv1IMg;2;narrow_right;probability;2;31;1: male;No errors;0;Mut-Taw4 and Mut-Bic2 are equally likely to occur in a person that is afflicted and therefore it is we don't know what the patient has until he has been tested.;1;;;;;
7EFpZAOY6k2g;2;narrow_right;probability;1;31;1: male;NA;0;Both mutations are equally likely to occur and the symptom the patient was tested for is caused by both mutations.;1;;;;;
HfMDhAZVSZgs;2;narrow_right;probability;1;51;1: male;NA;-4;I made my decision based on what we've found already on gludon;;1;;;;
4ks3MuPDlNye;2;narrow_right;probability;1;50;1: male;I found no errors as far as I recall.;-1;I based my prediction upon the facts as presented earlier and that the Mut Bic 2 did not see the Lian blood level effect compared to Mut Taw.;;1;;;;
FU96KzvZLCiP;2;narrow_right;probability;1;61;1: male;no errors all good :-);0;as they both can occur equally it isnt possible to tell hence my decision;1;;;;;
NKZSCr4qikjn;2;narrow_right;probability;1;36;2: female;NA;3;No indication of Liam levels, yet. Makes statistical sense to go with the one already found. ;;1;;;;
XVf6M7r1NIEj;2;narrow_right;probability;3;34;1: male;NA;3;Whilst more testing would give them a direct answer, I think there's a reasonable chance to think that the participant is suffering with one over the other given that they are both equally distributed between all the participants and a process of elimination could be done to see for sure. ;;1;;;;
rxwDrAFhFqc3;2;narrow_right;probability;1;36;1: male;no errors, great survey;-1;because it was close but just felt  the other felt just slightly that one of them could have caused it over the other;;1;;;;
eAUjdHUgRytK;2;narrow_right;probability;2;45;1: male;NA;0;Gliding occurs in both mutations, so equally likely;1;;;;;
xWKZSgJsXbse;2;narrow_right;probability;2;61;2: female;N/A;0;I made my rating to the best of my understanding.;;1;;;;
Who7eO0an71l;2;narrow_right;probability;2;51;1: male;none;0;I believe each scenario to be likely;;1;;;;
RXaBWCtVfTnf;2;narrow_right;probability;1;52;1: male;no problems;0;Mut-Taw4 and Mut-Bic2 are equally likely to appear in a person;1;;;;;
WaeFwkJEvjLb;2;narrow_right;probability;2;43;1: male;NA;1;not sure;;1;;;;
fNyoMFxNDjys;2;narrow_right;probability;1;46;2: female;No errors. The survey was intersting;0;Mut-Taw4 and Mut-Bic2 are noth equally likely to occur in a person so without testing the Lian blood levels it could be either.;1;;;;;
iTNgIAOdQpRR;2;narrow_right;probability;1;25;2: female;NA;0;We only know they have abnormal gludon levels. Therefore they could have either alterations.;1;;;;;
0Eej47ooxiqO;2;narrow_right;probability;1;26;1: male;No errors.;0;Without confirmation of Lian being present, and both gene mutations being equally likely, you'd be making an assumption leaning into either of the options.;1;;;;;
2cvNcQRfARcm;2;narrow_right;probability;1;32;1: male;NA;0;Both cases cause increased gludon levels, but the only way to know the difference is to know the Lian levels. If those levels have not been tested yet, then there is no way of knowing.;1;;;;;
stX7ODhtDwkC;2;narrow_right;probability;2;34;1: male;none;0;not enough info given, could be either;1;;;;;
FGnbuAH9hfnY;2;narrow_right;probability;1;47;2: female;none;0;Both mutations have equal standing so people have equal chance of getting it;1;;;;;
T635Z9yJIkyO;2;narrow_right;probability;1;71;1: male;NA;-3;My answer is the most statistically likely outcome.;;1;;;;
UfEwwygkhRHG;2;narrow_right;probability;1;26;1: male;NA;0;Theres not enough information to know for sure, but i msure it said they are both equally likely;1;;;;;
lZvuE3wJi2XV;2;narrow_right;probability;1;43;1: male;NA;0;The distribution of people getting the mutations are equal, so therefore if this patient has Mut_Bic2, then they can equally have Mut-Taw4;1;;;;;
3yXpG361UpXT;2;narrow_right;probability;1;73;1: male;NA;0;if they are both equally likely to occur singly or together until tested you have to assume it coulbe either scenario;1;;;;;
atGTpsVp6vkP;2;narrow_right;probability;2;40;1: male;NA;-5;It was stated that their blood levels were affected by mut-bic2 so therefore they defiantly have that.;;1;;;;
G1Mjxu5pTLDG;2;narrow_right;probability;1;30;1: male;NA;0;We know that the patient has abnormal Gludon but not yet if they have Lian. Therefore, both mutations are still possible since they both have Gludon abnormalities.;1;;;;;
b4NR4iCO55Fp;2;narrow_right;probability;1;36;2: female;NA;0;Gludon is affected with both mutations so could be either equally i think;1;;;;;
hIYrqavaIKnQ;2;narrow_right;probability;1;45;1: male;No issues/errors - all good. ;3;As we do not know his lian levels I went for Mut-Bic2 as it always causes abnormal Gludon blood levels.;;1;;;;
OsxDhneuEXiF;2;narrow_right;probability;1;48;1: male;NA;0;It was described as the chances of having both are equal in the pre text.;1;;;;;
0BUHBIVJMbxH;2;narrow_right;probability;1;54;1: male;none;0;People are equally likely to have either mutation, therefore that's why I gave the rating of 50%;1;;;;;
JQAfKT4Yn8wY;2;narrow_right;probability;1;27;1: male;NA;0;As we haven't investigated both levels yet, it's important to acknowledge that both mutations are as likely with all the information that we have. ;1;;;;;
i45Cc4qUA0Ki;2;narrow_right;probability;1;36;1: male;NA;0;Both are equally likely to be diagnosed with either because the patient hasn't been tested yet for Lian.;1;;;;;
J7fYJ9WCyASo;2;narrow_right;probability;1;58;2: female;None.;0;"Since both mutations lead to abnormal Gludon levels both could be responsible. Only a test for Tian levels 
 would identify which gene was responsible.";1;;;;;
4CNuXmtzbR3x;2;narrow_right;probability;1;32;1: male;NA;0;The first pages explained that someone is equally likely to have either condition, therefore if they have raised gludon levels, the possibility of either remains 50%;1;;;;;
ngxtUnxCqlnc;2;narrow_right;probability;1;30;2: female;None;0;We know that the patient has one of the two mutations but it isn't possible to know which one yet because the Lian levels will show whether it is the other mut-TAW4 mutation. As both are equally likely to occur in the population neither is more likely than the other.;1;;;;;
6usNkqXRxXLl;2;narrow_right;probability;1;63;2: female;None;0;Because from memory you said that it was equally likely and that there is only a 5% chance, so it's low.;;1;;;;
xCiOkshavgqC;2;narrow_right;probability;1;27;2: female;i did not see any errors;0;well until we're certain of Lian levels, it is an equal chance of being both.;1;;;;;
8nxOBdj7M34q;2;narrow_right;probability;1;73;1: male;None!;0;Both are equally likely to occur in people and both cause abnormal Gludon levels;1;;;;;
zAUYJgd4m2aO;2;narrow_right;probability;1;40;2: female;NA;0;We dont know whether he has them so he is equally likely to have and to have not;1;;;;;
FAByJwdWnEO5;2;narrow_right;probability;1;53;1: male;No errors;0;The patient has abnormal gludon blood levels so it a high possibility that they also have high Lian blood levels as the statistics show the probability of having Mut-taw4 or Mut-bic2 are the same so if half the signs are there, then the probability of having the other are 50/50 so that is the reason I chose what I did;1;;;;;
FMiH7sZQBnpY;2;narrow_right;probability;1;23;2: female;no issues ;0;we are currently unsure about the ludon levels so they are both equally as likely.;1;;;;;
8IN9U4LgGLPe;2;narrow_right;probability;1;21;3: non-binary;NA;0;Because it is most likely that if he has one of the genetic mutations he also has the other one, and therefore it is equally likely that it is being caused by either of them rather than one of them.;1;;;;;
eyc0WcirTi33;2;narrow_right;probability;1;24;1: male;none;0;Because the number of people that may be suffering from it may have both at a time.;;1;;;;
d5a2RGTrA8dW;2;narrow_right;probability;1;29;1: male;NA;0;Both options are equally likely to have produced the measured outcome, so it is 50/50 as to which will be causing the unmeasured outcome;1;;;;;
AtnjZMaI5ONO;2;narrow_right;probability;1;50;2: female;NA;5;Well he has abnormal Gludon levels and there is still a chance he has abnormal lian levels so meant to click both as likely;1;;;;;
0okHpoPMYvfD;2;narrow_right;probability;1;34;2: female;NA;0;The patient has an equal chance of having either, therefore, an equal chance of Lian;1;;;;;
LgbNrornZDfT;5;narrow_left;satisfaction_is;2;40;2: female;No errors;0;"It is stated that these 2 always occur equally
";1;;;;;
lMJ6dnktWA2I;5;narrow_left;satisfaction_is;1;51;1: male;NA;0;It is likely that the patient has both conditions as they are equally likely to be present in a patient that has one or the other;1;;;;;
EijPuDoel2I5;5;narrow_left;satisfaction_is;1;55;2: female;none;0;it said that both were equally likely in the population so it could have been either;1;;;;;
kZLBQQF7jMZm;5;narrow_left;satisfaction_is;1;27;2: female;NA;0;The two conditions occur at the same rate and both affect the gludon levels so it is equally likely that either is the cause.;1;;;;;
Ba9qreNqeAG6;5;narrow_left;satisfaction_is;2;35;2: female;non;0;the patient is equally affected;;1;;;;
atzMLMeqfrv7;5;narrow_left;satisfaction_is;1;54;2: female;NA;0;Because both are equally prevalent;1;;;;;
HfwwUDNycdXb;5;narrow_left;satisfaction_is;1;55;2: female;NA;0;They could have just one or both so it's equal;;1;;;;
6TPotfXxZ3ec;5;narrow_left;satisfaction_is;1;31;2: female;NA;-5;both would be found simaltaneously;;1;;;;
jwSa5MVTm9a7;5;narrow_left;satisfaction_is;1;25;2: female;No errors ;0;They are both equally likely and both cannot be discounted at this stage until subsequent testing has ruled out Mut-Taw4;1;;;;;
rvR49QXMM3sC;5;narrow_left;satisfaction_is;1;64;2: female;I could not see any errors;-1;I think it would be better to just have the one condition than both, therefore I have said that it would be better to have this than both, although obviously better to have neither.  ;;;1;;;
UppKQUud5dpR;5;narrow_left;satisfaction_is;1;32;2: female;NA;0;The patient is equally likely to have either mutation given our current knowledge that they have increased levels of the thing that results from both mutations, and that the mutations have equal rates of occurrence.;1;;;;;
PKLKFVvf0KYC;5;narrow_left;satisfaction_is;1;59;1: male;Not applicable;-4;The patient has the blood mutation that is common to both of the possible mutations but we can only be certain at this time that they have the first mutation with a possibility that they also have the second.;1;;;;;
CZDpxTwT0j8X;5;narrow_left;satisfaction_is;1;53;2: female;NA;0;Without the second test there is no way of knowing which it is. The original write up said that equal numbers of the general population have each so it's 50:50 at this point.;1;;;;;
IwwKPawtYQXp;5;narrow_left;satisfaction_is;1;39;1: male;None.;0;I assume that the probability of having either mutation is equal.;1;;;;;
1d3PensDdfyY;5;narrow_left;satisfaction_is;1;50;1: male;N/A;0;The two mutations have the same prevalance regardless of the level of Lian. As we don't know the Lian measurement then both mutations are equally likely.;1;;;;;
0S3ILCX7XU7f;5;narrow_left;satisfaction_is;1;50;1: male;NA;-3;If I remember correctly, 2 and 4 have 50/50 chance in everyone, and 4 only has 5%;;;;1;;
klaEeYxrhh6N;5;narrow_left;satisfaction_is;1;33;1: male;NA;0;both can occur equally so it is not possible to confirm until lian levels have been checked;1;;;;;
2Xry0DwfFeYW;5;narrow_left;satisfaction_is;1;40;1: male;NA;0;both are equally likely and both are equally likey to affect the level of gluon in the bloood;1;;;;;
uBZTKIeRpxvp;5;narrow_left;satisfaction_is;1;30;1: male;I thought that the comprehension check was unfair as all the questions were on a different page to the  possible answers.;-3;"The patient definitely had either one of Mut-Bic2 or Mut-Taw4.

Only 5% of people were found to have abnormal Lian blood levels, so I thought it was more likely that the patient had Mut-Bic2 than Mut-Taw4.";;;;1;;
tp3lCMo9nVwc;5;narrow_left;satisfaction_is;1;38;1: male;i didnt notice errors;-5;the patient has been found yo have mut-bic2 which leads to abnormal gludon blood level;;1;;;;
HufKFc7lFzTX;5;narrow_left;satisfaction_is;1;36;2: female;none;0;They gene mutations are equally likely and they both cause the abnormal bood level so as the patient has this abnormal blood level it is equally likely it could be either mutation causing it. ;1;;;;;
n8BVpnJuBkWo;5;narrow_left;satisfaction_is;1;34;2: female;NA;0;They are equally likely to occur and they both produce the known symptom so without further testing it could be either one.;1;;;;;
D8r97KQ17v4U;5;narrow_left;satisfaction_is;1;57;2: female;NA;3;It was believed that if you had one of the mutations you presumable have the other too;;1;;;;
RDCZSR8hcyTA;5;narrow_left;satisfaction_is;1;52;1: male;NA;0;Both are equally prevalent so with only knowledge that the patient's gludon was affected, it is equally likely to be either outcome;1;;;;;
y4yG0tTIJnKn;5;narrow_left;satisfaction_is;1;37;1: male;NA;0;could be some 'monty hall' trick going on but it seemed like in terms of prior prob and conditional on high gludon,  neither provided any reason to differentiate between the causes;1;;;;;
uILi0sIVqCAM;5;narrow_left;satisfaction_is;1;43;1: male;NA;-3;Since the patient definitely has Mut-Bic2. However, the patient may not have Mut-Taw4.;;1;;;;
iPqj7xxO95BK;5;narrow_left;satisfaction_is;1;44;2: female;NA;-1;as only 10 in 200 have abnormal lian bloodlevels its more slightly likely to be mut-bic2 but you cant say for certain;;;;1;;
TfaVuL0vLjoY;5;narrow_left;satisfaction_is;1;50;2: female;None.;0;i think it is equally likely that the patient has either of the mutations.;1;;;;;
aYi2thhZ3jUZ;5;narrow_left;satisfaction_is;1;62;1: male;-;0;At this point the patient could have both mutations or just the first one only;;1;;;;
U98bRcKY8e4L;5;narrow_left;satisfaction_is;2;31;1: male;n/a;3;I believe this to be the case;;1;;;;
nrX67XP8HHqx;5;narrow_left;satisfaction_is;1;27;1: male;All good, thanks!;0;They seem equal due to the fact that population affected is the same.;1;;;;;
F5UjDTptLrBy;5;narrow_left;satisfaction_is;1;39;2: female;NA;-3;my way of thinking is it was definitely possible to say they have a gludon disorder because that has been confirmed abnormal. the other one is not known. seeing as the other one is not known we cannot 100% go all the way to gludon but we also cannot go into the lido either as they may not have it;;1;;;;
axZ2HTkQrU1x;5;narrow_left;satisfaction_is;1;62;2: female;None, all straightforward.;0;The study said that patients were equally likely to have either mutation so I guessed that there was an equal chance of Mut Bic and Mut Taw - since they tested for positive Gludon but until you test Lidon?  You don't know which one they have.;1;;;;;
usfCFIleEnfB;5;narrow_left;satisfaction_is;2;29;2: female;NA;0;They could easily have either from the details provided so far;1;;;;;
MBiz3fjOl3Wz;5;narrow_left;satisfaction_is;1;30;1: male;NA;0;The two mutations appear at the same rate, so just because we have confirmed one and not the other, doesn't mean it is more likely to be the first one. Only after testing for the second mutation can this be confirmed.;1;;;;;
TaHJGYDNyDNr;5;narrow_left;satisfaction_is;1;48;1: male;NA;0;Both mutations cause the abnormality at the same rate.;1;;;;;
ypPPinwJT4pO;5;narrow_left;satisfaction_is;1;47;1: male;NA;2;We don't know for sure if the patient has lian problems but there are abnormal findings so I feel its possibly headed to lian problems but not definite;;1;;;;
SmzncGKfgueX;5;narrow_left;satisfaction_is;1;64;1: male;None;0;"Both mutations cause abnormal Gludon levels and therefore either of them could have caused the symptom in the patient. There is no information yet about the Lian blood levels therefore we can make no accurate judgement on whether the mutation is Mut-Bic2 or Mut-Taw4. 
Given current information both mutations are equally possible.";1;;;;;
OThEJuyZZg5p;5;narrow_left;satisfaction_is;1;46;1: male;NA;-5;"The question asked what was the most satisfying answer for the increased Gludon, which was the first mutation.

In reality there is an equal change they also have the second mutation, but this would not impact the Gludon only Lian";1;;1;;;
asUX2JNmXnHM;5;narrow_left;satisfaction_is;1;25;1: male;NA;-5;Only higher levels of Gludon was confirmed in the patient which is attributed to Mut-Bic2. There is uncertainty about the Lian levels which is attributed to Mut-Taw4. Thus, the patient definitely has a Mut-Bic2 mutation and the Mut-Taw4 is yet to be confirmed;;1;;;;
PteHi2v9OcAw;5;narrow_left;satisfaction_is;1;46;1: male;NA;0;until there is a definitive answer, its difficult to saw which is likely and you don't want togive the wrong impression to the patient;;1;;;;
ivhfKceTP3UK;5;narrow_left;satisfaction_is;1;34;1: male;Satisfactory;-5;It shows the person is already confirmed with a change in Gludon blood level is it is absolutely normal my selection is accurate ;;1;;;;
Q9h4HaPwJFHi;5;narrow_left;satisfaction_is;1;48;1: male;NA;5;i went by the already diagnosed type the patient had been screened for;;1;;;;
inQRL68QJ9FX;5;narrow_left;satisfaction_is;1;43;2: female;NA;0;With the information currently available, eiher mutation is just as likely. More information is needed to decide which mutation the patient has.;1;;;;;
uHIIcGAFagF4;5;narrow_left;satisfaction_is;1;56;2: female;NA;-3;I think it would be unlikely for a person to have both of the conditions but not impossible so I chose 30%;;1;;;;
B6Wtb7Xx9KWb;5;narrow_left;satisfaction_is;1;27;2: female;N/A;0;There is no reason to believe one is more likely than the other when we do not know the patients Lian levels;1;;;;;
EWuRoH5N9JRP;5;narrow_left;satisfaction_is;1;26;2: female;NA;-1;At the moment we are unsure if she has both - only Gludon levels. Therefore I swayed more towards the first option.;;1;;;;
5YBdqyNSMLhW;5;narrow_left;satisfaction_is;1;63;2: female;None;0;Both mutations increase the Gludron levels , only the Mut TAW4 increases Lian. Both mutations occur with an equal incidence;1;;;;;
zOnYGpBNRp6q;5;narrow_left;satisfaction_is;1;68;2: female;NA;0;according to the info at the beginning there is an equal chance of the patient having either mutation present so I went 50%;1;;;;;
XLvadNL25MBB;5;narrow_left;satisfaction_is;1;36;1: male;NA;0;We know that both mutations change the Gludon levels in the bloodstream, and that both mutations have equal chance of appearing in a random person, so by finding that the person has abnormal levels of Gludon and with this and only this information we can say that the chances of either mutation appearing are equal.;1;;;;;
EaQVwPyfOIWY;5;narrow_left;satisfaction_is;1;32;2: female;NA;0;the prevelance is equal and we dont know the chance of the other abnormal level;1;;;;;
VykoC4oXSnEb;5;narrow_left;satisfaction_is;2;27;2: female;NA;0;Both mutations are equally likely to occur in a person;1;;;;;
hQVAliGfY3jw;5;narrow_left;satisfaction_is;1;23;2: female;no errors;0;As the chances of both are equally as likely to occur, the fact that the patient has gludon there is an equal chance they have lian ;1;;;;;
VAY3KePOBn4K;5;narrow_left;satisfaction_is;1;35;1: male;NA;-1;The initial data leans one way but the fact that both elements typically coexist in someone means it cannot be ruled out completely. ;;1;;;;
FoVabfc6y2J7;5;narrow_left;satisfaction_is;1;27;1: male;None;0;Both conditions are equally as likely to occur in a person. ;1;;;;;
4EmzVSGRJtiQ;5;narrow_left;satisfaction_is;1;29;1: male;NA;4;i believe the patient has abnormal Gludon blood levels, because there is still a chance he or she has abnormal liam blood levels. So there is a higher chance its Abnormal Gludon blood levels;;1;;;;
3tLX9Gm81DcG;5;narrow_left;satisfaction_is;1;27;1: male;NA;0;Abnormal gludon is caused by 2 and 4. But abnormal lian is only caused by 4. Therefore, without knowing the lian level, the patient could have either condition. ;1;;;;;
zhceRdv3515P;5;narrow_left;satisfaction_is;1;76;2: female;None;0;Both seem to have the same effect, so it's just a name.;;1;;;;
RcjITlTOftsZ;5;narrow_left;satisfaction_is;1;24;2: female;NA;0;There hasn't been a test done as to their Lian levels, and as we know that both mutations occur equally then the likelihood of them having either mutation is the same at this point. ;1;;;;;
ZQdVkJgjbmtu;5;narrow_left;satisfaction_is;1;54;1: male;None;0;Previously it was stated that both conditions are equally likely. The difference is the Lian blood level but we do not have the results for that test yet. ;1;;;;;
Xcm9M0Wn2egD;5;narrow_left;satisfaction_is;1;59;1: male;NA;0;You are just not sure on the levels of each mutation;;1;;;;
ZFBtrnLDAuSt;5;narrow_left;satisfaction_is;2;30;1: male;none;0;At the moment it is definitely the first one but could be the second one, we just don't know yet.;;1;;;;
ykzRdCgMFPxk;5;narrow_left;satisfaction_is;1;22;1: male;n/a;3;As it was said it was equally likely to occur in a person both Mut-Bic2 and Mut-Taw4 meaning that if the person has confirmed higher gludon levels they are likely to have higher Lian blood levels as well;;1;;;;
6TwNfSE9JMm5;5;narrow_left;satisfaction_is;1;23;1: male;N/A;-1;As it is unknown whether they have low lian levels it is more likely to just be the first mutation, but not impossible to be the second one;;1;;;;
CESTUyCoTVXg;5;narrow_left;satisfaction_is;2;77;1: male;no errors;0;The patient definitely has both Mut-Bic22 and Mic-Taw4 because both are equally likely occur to a person. ;;1;;;;
08fIEWNuJSKl;5;narrow_left;satisfaction_is;1;28;1: male;NA;0;We have not yet got the result of the Lian levels;1;;;;;
ewK7xzq9E0Wh;5;narrow_left;satisfaction_is;1;26;2: female;none;4;If the results come back that there are abnormal Lian blood levels then the patient can only have Mut-Taw4. Because Mut-Taw2 only causes abnormal Gludon blood levels.;1;;;;;
ot3jjftFjGCR;5;narrow_left;satisfaction_is;1;40;1: male;NA;3;the likelihood they can have both;;1;;;;
xtAlTZDh3c2P;5;narrow_left;satisfaction_is;1;28;2: female;NA;0;Without knowing the Lian levels there is no way to know which it is;1;;;;;
G4W3VbQjfiBt;5;narrow_left;satisfaction_is;2;26;1: male;NA;0;Gludon levels can be attributed to either Muts. ;1;;;;;
OdjTx40wNSFU;5;narrow_left;satisfaction_is;1;27;1: male;None;0;there's nothing to indicate they also have abnormal Lian levels + the alterations are equally likely to occur in a person. Thus I'm neither here nor there.;1;;;;;
qIDMwVkUOMpl;5;narrow_left;satisfaction_is;1;55;2: female;NA;-2;The Gludon blood levels in the person indicate Mut-Bic2,but as the Lian levels are not yet known,it is slightly more likely at this stage to be the first gene mutation, even taking into consideration the fact that the same number of people in the general poulation is the same in both mutations.;;1;;;;
3rd2qK0snRiP;5;narrow_left;satisfaction_is;2;24;1: male;NA;0;The context earlier mentioned that both of the are equally likely to occur so even if Taw4 hasn’t been identified yet theres still a likely chance it may occur ;1;;;;;
iBUxbHHTXKtj;5;narrow_left;satisfaction_is;1;28;2: female;No errors.;0;Both cause a level of abnormal Gludon blood levels, but without information on other blood levels, there's no clear cause.;1;;;;;
YrdYl8G2WRKD;5;narrow_left;satisfaction_is;1;25;1: male;NA;0;Because the two mutations deals with blood and equally attack human. There's a tendency that the man will be suffering from both.;;1;;;;
5OBGimO3AUPG;5;narrow_left;satisfaction_is;1;30;1: male;NA;0;Not sure. They both occur at the same rate. If the patient has elevated levels of the first one, it is equally likely they will have elevated levels of the second. It was the best answer I could come up with.;1;;;;;
auO7toxsKDej;5;narrow_left;satisfaction_is;1;33;2: female;NA;0;Both mutations equally prevalent;1;;;;;
FT09tY56WQdl;5;narrow_left;satisfaction_is;2;54;1: male;NA;4;GIVEN THAT BOTH MUTATIONS OCCUR IN EQUAL POPULATION, THERE IS A POSSIBILITY THAT THE PATIENT SUFFERS FROM BOTH MUTATIONS;;1;;;;
uB9FMQ1roTl9;5;narrow_left;satisfaction_is;1;35;2: female;None;-5;This one definitely makes the levels higher.;;1;;;;
gUxkje4qNUZN;5;narrow_left;satisfaction_is;1;42;2: female;No errors;0;As the patient already has changed Gludon levels, the chance of them having Mut Bic 2 or Mut Taw 4 are equally the same.;;1;;;;
ni0OQvVyWmNp;5;narrow_left;satisfaction_is;1;65;2: female;No problems;0;Both mutations affect gludon levels and both are just as prevalent in the population so it is equally likely to be either mutation ;1;;;;;
9pz3eRUy2drM;5;narrow_left;satisfaction_is;1;56;1: male;NA;-5;It would be better if the patient had this mutant, since then the patient would only have one condition.;;;1;;;
A9VxdpyUDx5C;5;narrow_left;satisfaction_is;1;29;2: female;nop;0;i think i've made a wrong choice, i should've choosen Tic2 more likely, instead of having both Gludon and Lian...;;1;;;;
