"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"dzFWaFQ1Jujc",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I don't really understand why one diagnosis should be more ""satisfying"" than the other. I don't know if we're meant to prefer the patient having one diagnosis over the other, as I don't know which is less harmful so I'd need more information to make a decision.",30,"2: female","None.",0
"cSP7mtvCixz2",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"As we don't know the lian levels yet. This would be the best way forward",36,"1: male",NA,0
"s6SPMZP9TZbC",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",3,5,"Both are equally likely to be in the general population so either could be the type the person has and both lower life expectancy so there is no difference to a persons outcome only a named diagnosis between the two ",42,"2: female","none",0
"S4HOUWubRcgX",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I was unsure as to what this meant",43,"1: male",NA,0
"NJ2CcDvW3FjJ",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,5,"As the Lidan levels have not been measured, either mutation can be a likely possibility",26,"2: female",NA,0
"Efmtpt3gYOzN",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"It wouldn't make much difference which mutation the patient has as it causes similar issues",39,"2: female","none",0
"uUqfPVhwy3xE",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There's an equal chance of both mutations based on the stats. ",29,"2: female",NA,0
"7h5e8sjUe6al",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"We do not yet know of mut 2 is or is not in the patient.  I would rather have mut 1 than to have mut 2 to be honest, so going with what we know right now we know for a fact the patient has mut 1.",38,"1: male","None",-5
"vpWFodyFNo4E",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The study found that patients can equally have BiC2 and Mut-Taw4 so having one of them doesn't mean that they will or wont have the other one.",52,"1: male",NA,0
"QSWSuP8qZIbp",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I put it as equal because Mut-Bic2 and Mut-Taw4 are equally likely to occur in a person and it's a bit early to know what is going to happen. ",32,"1: male",NA,0
"tb7xKoxaT6qD",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The first gene mutation causes abnormal Gludon blood levels. The 2nd gene mutation has abnormal Gludon plus abnormal Lian blood levels. They are equally likely to occur. That's why I chose 50.",51,"2: female",NA,0
"MiVvpcPtRFg7",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"If both mutations are found equally in the population and both cause the same issues, I would think they are both equally relevant.",47,"3: non-binary","N/A",0
"06zvYCRgs3j0",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both cause abnormal Gludon levels. They occur in equal numbers.",54,"2: female",NA,0
"EyI2FZfIpsdx",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,6,"Mut-Taw4 changes both, so it might balance things out. Therefore, it is slightly preferable.",29,"1: male",NA,1
"9hp0xBiQgQAc",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both Bic2 and Taw4 have increased levels of gludon so it could be either one.",69,"1: male","none",0
"cAK1PVDaWKAc",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The text specified each blood rating has an equal chance of occurring in a population. ",33,"1: male","No errors ",0
"FQ6i66SfyaS8",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,4,"Just because you have abnormal gludon levels doesn't mean you also have abnormal levels of the other one but there is a chance you do. I don't believe it's equally likely because you can't assume but there is a better than normal chance the patient does.",33,"1: male",NA,-1
"T6MI7j8F0dak",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I chose this rating as we don't know whether the patient has abnormal Lian blood levels and both mutations cause abnormal Gludon levels and are equally likely to occur in a person.",65,"2: female",NA,0
"Ea9nAazcWike",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"i just think they are both equal they both are bad ",35,"2: female","none",0
"DtY9qXQXEmQ0",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There is no indication of the unique factor that would enable a distinction to be made",56,"1: male",NA,0
"ZwWuL7k98G7i",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both mutations cause the results from patient #53 and so all we know is that he/she has one of the mutations.",62,"1: male",NA,0
"qsQDenf1hmWa",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"I think that if Lian levels were affected, it would have been detected.",21,"2: female",NA,-2
"7N4x2QxNIJTc",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The number of people in the general population who have Mut-Bic2 is the same as the number of people who have Mut-Taw4.",35,"1: male",NA,0
"MOXK9J5Xwp0V",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,5,".",45,"1: male","none",0
"8GR0pXSlNz8q",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Because the levels are equally likely to happen, without a positive Lian test there is no way to confirm either one",55,"1: male","There were no errors",0
"zkDKzzWuqsgI",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,6,"That was what best suited the one in question",24,"1: male","There was no errors",1
"Za0VaL6vS84u",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,5,"As it is not known if the patient has abnormal Lian blood levels and both mutations cause abnormal Gludon blood levels it is not possible to say which the patient has.  ",39,"1: male",NA,0
"VeiNsT3Slmm4",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"both variations are equally likely in the population, so this person has a 50/50 chance after the first test revealed they have one or the other.",51,"1: male","I noticed no errors and encountered no issues.",0
"kLWBW3gBSwdo",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Because they both occur equally in patients according to the initial study and comprehension check it would not matter which of the two mutations happens",37,"1: male",NA,0
"yoJiyUHYclxY",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,3,"The patient's symptoms led me to my conclusion",59,"2: female","None",-2
"OiBcS6wCV00T",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both conditions are as likey as each other. ",62,"1: male","n/a",0
"CcIsPjaCEHcq",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"A patient can suffer the two mutations at the same time, so it's possible the two are present.",33,"1: male",NA,0
"wrz01E5oD109",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both are a possibility",48,"2: female","None found - all good",0
"tyE6erSIuF6g",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,4,"WE know that when there is abnormal Gludon levels then the patient will have Mut-Bic2. However without knowing if there is also abnormal Lian blood levels we cannot ascertain whether the patient also has Mut-Taw4. If we already new the Lian levels we would be able to say for certain that the patient has both Mus-Bic2 and Mut-taw4 but as of this point it is a 50/50 chance of knowing.",35,"2: female",NA,-1
"7kQBf8c5pQpf",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"It seems that both mutations are equally likely to occur therefore it would seem best to assume the presence of both",57,"2: female","None",0
"TCOikjvBBiSk",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"for certain they have the mutation affecting gludon levels but not certain either way if lian is affected too.",46,"1: male",NA,-2
"lPs4Y43xtRBE",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both mutations impact gludon levels
",66,"2: female","None",0
"7dTi6cgbdLtS",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There's no traces of Lian in their results and Muttwa has both Gludon and Lian blood results whereas Mutbwa only has Gludon. However since both have Gludon it's possibly that the person has either gene",22,"2: female",NA,0
"a6ipk6OR9SCZ",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"I gave this rating because mut-Bic 2 always causes abnormal gludon blood level and the person has abnormal blood levels .",20,"2: female","none l do not think .",-5
"K3Pu9X5CLKGy",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both mutations can affect gludon and both occur at the same rate in a population. Until Lian levels are checked it could be either with equal probability.",34,"2: female",NA,0
"ahdVB4UzkFMQ",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"I felt that without the information on lians then it is impossible to say if the patient had the TAW4 variety, but as they did have the results from Gludon test, i felt that it would be better to say that it was BIC2 variety until tested at a later date. ",43,"1: male",NA,-2
"IRWW6Dg1zs8b",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"As they occur equally likely in individuals I thought it would be best to tell them about both",28,"1: male","n/a",0
"VjS4ebx9PSsP",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"there wasn't to much information on the effects of both so until there is more i believe there is an equal amount.",21,"1: male","N/A",0
"IOx1hdq8bQzV",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,2,"The less abnormal blood levels the better in my opinion. If they were both abnormal it could be higher risk of life reduction.",18,"1: male",NA,-3
"M1deu6TEmJki",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,2,"from the tests its proven that the test subject no. 53 has abnormal Gludon blood levels which means he has the Mut Bic2, but there is also a chance that he could have the mut taw4",31,"1: male",NA,-3
"6AJEWzrLPXHi",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"We don't know yet if they have Abnormal Lian blood levels so its 50/50 if they have either mutation.",46,"2: female","Nothing all ok. ",0
"x0u3zShb0K9O",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"equal probability",37,"1: male","n/a",0
"OX9s834Uwj49",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both mutations have abnormal gludon levels, so without knowing lian levels, at this moment both mutations are equally likely ",53,"1: male","None",0
"dnflEmJ78Ved",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"either mutation could be present with the data shown. There is no data for Lian levels so either could be present",54,"1: male","none",0
"DmLnoZaYSDzC",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,5,"i think there's an equal chance of being one or the other",54,"2: female",NA,0
"2XO0STeA0A1w",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"both mutations result in the findings, so they are equally satisfying.",44,"1: male",NA,0
"MZWBRkAIipcg",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,2,"More satisfying if it is alreayd the one you know is worse for health",30,"2: female","None",-3
"BnQEJQfyEtZh",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,8,"Since it has already been seen discovered that the patient has the common symptom and still sick, then it makes sense that the patient most likely have the other disease. ",32,"1: male","none",3
"KRMGuM8cqOGi",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Without the knowledge of a changed Lian level, either of the two mutations can cause a change to Gludon levels and so it is not possible to know at this stage which mutation the patient has.",57,"2: female","None",0
"w1wWG40l4neG",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,1,"It would be better for the patient to have the mutation that only affects one thing",40,"2: female","none",-4
"1xMDlsmVAaqK",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There's a 50% chance that it could be either condition.",31,"2: female",NA,0
"LgbNrornZDfT",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"It is stated that these 2 always occur equally
",40,"2: female","No errors",0
"lMJ6dnktWA2I",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"It is likely that the patient has both conditions as they are equally likely to be present in a patient that has one or the other",51,"1: male",NA,0
"EijPuDoel2I5",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"it said that both were equally likely in the population so it could have been either",55,"2: female","none",0
"kZLBQQF7jMZm",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"The two conditions occur at the same rate and both affect the gludon levels so it is equally likely that either is the cause.",27,"2: female",NA,0
"Ba9qreNqeAG6",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"the patient is equally affected",35,"2: female","non",0
"atzMLMeqfrv7",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Because both are equally prevalent",54,"2: female",NA,0
"HfwwUDNycdXb",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"They could have just one or both so it's equal",55,"2: female",NA,0
"6TPotfXxZ3ec",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,0,"both would be found simaltaneously",31,"2: female",NA,-5
"jwSa5MVTm9a7",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"They are both equally likely and both cannot be discounted at this stage until subsequent testing has ruled out Mut-Taw4",25,"2: female","No errors ",0
"rvR49QXMM3sC",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,4,"I think it would be better to just have the one condition than both, therefore I have said that it would be better to have this than both, although obviously better to have neither.  ",64,"2: female","I could not see any errors",-1
"UppKQUud5dpR",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"The patient is equally likely to have either mutation given our current knowledge that they have increased levels of the thing that results from both mutations, and that the mutations have equal rates of occurrence.",32,"2: female",NA,0
"PKLKFVvf0KYC",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,1,"The patient has the blood mutation that is common to both of the possible mutations but we can only be certain at this time that they have the first mutation with a possibility that they also have the second.",59,"1: male","Not applicable",-4
"CZDpxTwT0j8X",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Without the second test there is no way of knowing which it is. The original write up said that equal numbers of the general population have each so it's 50:50 at this point.",53,"2: female",NA,0
"IwwKPawtYQXp",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"I assume that the probability of having either mutation is equal.",39,"1: male","None.",0
"1d3PensDdfyY",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"The two mutations have the same prevalance regardless of the level of Lian. As we don't know the Lian measurement then both mutations are equally likely.",50,"1: male","N/A",0
"0S3ILCX7XU7f",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,2,"If I remember correctly, 2 and 4 have 50/50 chance in everyone, and 4 only has 5%",50,"1: male",NA,-3
"klaEeYxrhh6N",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"both can occur equally so it is not possible to confirm until lian levels have been checked",33,"1: male",NA,0
"2Xry0DwfFeYW",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"both are equally likely and both are equally likey to affect the level of gluon in the bloood",40,"1: male",NA,0
"uBZTKIeRpxvp",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,2,"The patient definitely had either one of Mut-Bic2 or Mut-Taw4.

Only 5% of people were found to have abnormal Lian blood levels, so I thought it was more likely that the patient had Mut-Bic2 than Mut-Taw4.",30,"1: male","I thought that the comprehension check was unfair as all the questions were on a different page to the  possible answers.",-3
"tp3lCMo9nVwc",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,0,"the patient has been found yo have mut-bic2 which leads to abnormal gludon blood level",38,"1: male","i didnt notice errors",-5
"HufKFc7lFzTX",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"They gene mutations are equally likely and they both cause the abnormal bood level so as the patient has this abnormal blood level it is equally likely it could be either mutation causing it. ",36,"2: female","none",0
"n8BVpnJuBkWo",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"They are equally likely to occur and they both produce the known symptom so without further testing it could be either one.",34,"2: female",NA,0
"D8r97KQ17v4U",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,8,"It was believed that if you had one of the mutations you presumable have the other too",57,"2: female",NA,3
"RDCZSR8hcyTA",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both are equally prevalent so with only knowledge that the patient's gludon was affected, it is equally likely to be either outcome",52,"1: male",NA,0
"y4yG0tTIJnKn",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"could be some 'monty hall' trick going on but it seemed like in terms of prior prob and conditional on high gludon,  neither provided any reason to differentiate between the causes",37,"1: male",NA,0
"uILi0sIVqCAM",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,2,"Since the patient definitely has Mut-Bic2. However, the patient may not have Mut-Taw4.",43,"1: male",NA,-3
"iPqj7xxO95BK",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,4,"as only 10 in 200 have abnormal lian bloodlevels its more slightly likely to be mut-bic2 but you cant say for certain",44,"2: female",NA,-1
"TfaVuL0vLjoY",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"i think it is equally likely that the patient has either of the mutations.",50,"2: female","None.",0
"aYi2thhZ3jUZ",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"At this point the patient could have both mutations or just the first one only",62,"1: male","-",0
"U98bRcKY8e4L",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,8,"I believe this to be the case",31,"1: male","n/a",3
"nrX67XP8HHqx",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"They seem equal due to the fact that population affected is the same.",27,"1: male","All good, thanks!",0
"F5UjDTptLrBy",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,2,"my way of thinking is it was definitely possible to say they have a gludon disorder because that has been confirmed abnormal. the other one is not known. seeing as the other one is not known we cannot 100% go all the way to gludon but we also cannot go into the lido either as they may not have it",39,"2: female",NA,-3
"axZ2HTkQrU1x",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"The study said that patients were equally likely to have either mutation so I guessed that there was an equal chance of Mut Bic and Mut Taw - since they tested for positive Gludon but until you test Lidon?  You don't know which one they have.",62,"2: female","None, all straightforward.",0
"usfCFIleEnfB",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"They could easily have either from the details provided so far",29,"2: female",NA,0
"MBiz3fjOl3Wz",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"The two mutations appear at the same rate, so just because we have confirmed one and not the other, doesn't mean it is more likely to be the first one. Only after testing for the second mutation can this be confirmed.",30,"1: male",NA,0
"TaHJGYDNyDNr",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both mutations cause the abnormality at the same rate.",48,"1: male",NA,0
"ypPPinwJT4pO",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,7,"We don't know for sure if the patient has lian problems but there are abnormal findings so I feel its possibly headed to lian problems but not definite",47,"1: male",NA,2
"SmzncGKfgueX",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both mutations cause abnormal Gludon levels and therefore either of them could have caused the symptom in the patient. There is no information yet about the Lian blood levels therefore we can make no accurate judgement on whether the mutation is Mut-Bic2 or Mut-Taw4. 
Given current information both mutations are equally possible.",64,"1: male","None",0
"OThEJuyZZg5p",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,0,"The question asked what was the most satisfying answer for the increased Gludon, which was the first mutation.

In reality there is an equal change they also have the second mutation, but this would not impact the Gludon only Lian",46,"1: male",NA,-5
"asUX2JNmXnHM",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,0,"Only higher levels of Gludon was confirmed in the patient which is attributed to Mut-Bic2. There is uncertainty about the Lian levels which is attributed to Mut-Taw4. Thus, the patient definitely has a Mut-Bic2 mutation and the Mut-Taw4 is yet to be confirmed",25,"1: male",NA,-5
"PteHi2v9OcAw",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"until there is a definitive answer, its difficult to saw which is likely and you don't want togive the wrong impression to the patient",46,"1: male",NA,0
"ivhfKceTP3UK",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,0,"It shows the person is already confirmed with a change in Gludon blood level is it is absolutely normal my selection is accurate ",34,"1: male","Satisfactory",-5
"Q9h4HaPwJFHi",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,10,"i went by the already diagnosed type the patient had been screened for",48,"1: male",NA,5
"inQRL68QJ9FX",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"With the information currently available, eiher mutation is just as likely. More information is needed to decide which mutation the patient has.",43,"2: female",NA,0
"uHIIcGAFagF4",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,2,"I think it would be unlikely for a person to have both of the conditions but not impossible so I chose 30%",56,"2: female",NA,-3
"B6Wtb7Xx9KWb",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"There is no reason to believe one is more likely than the other when we do not know the patients Lian levels",27,"2: female","N/A",0
"EWuRoH5N9JRP",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,4,"At the moment we are unsure if she has both - only Gludon levels. Therefore I swayed more towards the first option.",26,"2: female",NA,-1
"5YBdqyNSMLhW",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both mutations increase the Gludron levels , only the Mut TAW4 increases Lian. Both mutations occur with an equal incidence",63,"2: female","None",0
"zOnYGpBNRp6q",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"according to the info at the beginning there is an equal chance of the patient having either mutation present so I went 50%",68,"2: female",NA,0
"XLvadNL25MBB",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"We know that both mutations change the Gludon levels in the bloodstream, and that both mutations have equal chance of appearing in a random person, so by finding that the person has abnormal levels of Gludon and with this and only this information we can say that the chances of either mutation appearing are equal.",36,"1: male",NA,0
"EaQVwPyfOIWY",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"the prevelance is equal and we dont know the chance of the other abnormal level",32,"2: female",NA,0
"VykoC4oXSnEb",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"Both mutations are equally likely to occur in a person",27,"2: female",NA,0
"hQVAliGfY3jw",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"As the chances of both are equally as likely to occur, the fact that the patient has gludon there is an equal chance they have lian ",23,"2: female","no errors",0
"VAY3KePOBn4K",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,4,"The initial data leans one way but the fact that both elements typically coexist in someone means it cannot be ruled out completely. ",35,"1: male",NA,-1
"FoVabfc6y2J7",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both conditions are equally as likely to occur in a person. ",27,"1: male","None",0
"4EmzVSGRJtiQ",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,9,"i believe the patient has abnormal Gludon blood levels, because there is still a chance he or she has abnormal liam blood levels. So there is a higher chance its Abnormal Gludon blood levels",29,"1: male",NA,4
"3tLX9Gm81DcG",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Abnormal gludon is caused by 2 and 4. But abnormal lian is only caused by 4. Therefore, without knowing the lian level, the patient could have either condition. ",27,"1: male",NA,0
"zhceRdv3515P",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both seem to have the same effect, so it's just a name.",76,"2: female","None",0
"RcjITlTOftsZ",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"There hasn't been a test done as to their Lian levels, and as we know that both mutations occur equally then the likelihood of them having either mutation is the same at this point. ",24,"2: female",NA,0
"ZQdVkJgjbmtu",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Previously it was stated that both conditions are equally likely. The difference is the Lian blood level but we do not have the results for that test yet. ",54,"1: male","None",0
"Xcm9M0Wn2egD",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"You are just not sure on the levels of each mutation",59,"1: male",NA,0
"ZFBtrnLDAuSt",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"At the moment it is definitely the first one but could be the second one, we just don't know yet.",30,"1: male","none",0
"ykzRdCgMFPxk",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,8,"As it was said it was equally likely to occur in a person both Mut-Bic2 and Mut-Taw4 meaning that if the person has confirmed higher gludon levels they are likely to have higher Lian blood levels as well",22,"1: male","n/a",3
"6TwNfSE9JMm5",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,4,"As it is unknown whether they have low lian levels it is more likely to just be the first mutation, but not impossible to be the second one",23,"1: male","N/A",-1
"CESTUyCoTVXg",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"The patient definitely has both Mut-Bic22 and Mic-Taw4 because both are equally likely occur to a person. ",77,"1: male","no errors",0
"08fIEWNuJSKl",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"We have not yet got the result of the Lian levels",28,"1: male",NA,0
"ewK7xzq9E0Wh",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,9,"If the results come back that there are abnormal Lian blood levels then the patient can only have Mut-Taw4. Because Mut-Taw2 only causes abnormal Gludon blood levels.",26,"2: female","none",4
"ot3jjftFjGCR",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,8,"the likelihood they can have both",40,"1: male",NA,3
"xtAlTZDh3c2P",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Without knowing the Lian levels there is no way to know which it is",28,"2: female",NA,0
"G4W3VbQjfiBt",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"Gludon levels can be attributed to either Muts. ",26,"1: male",NA,0
"OdjTx40wNSFU",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"there's nothing to indicate they also have abnormal Lian levels + the alterations are equally likely to occur in a person. Thus I'm neither here nor there.",27,"1: male","None",0
"qIDMwVkUOMpl",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,3,"The Gludon blood levels in the person indicate Mut-Bic2,but as the Lian levels are not yet known,it is slightly more likely at this stage to be the first gene mutation, even taking into consideration the fact that the same number of people in the general poulation is the same in both mutations.",55,"2: female",NA,-2
"3rd2qK0snRiP",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",2,5,"The context earlier mentioned that both of the are equally likely to occur so even if Taw4 hasn’t been identified yet theres still a likely chance it may occur ",24,"1: male",NA,0
"iBUxbHHTXKtj",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both cause a level of abnormal Gludon blood levels, but without information on other blood levels, there's no clear cause.",28,"2: female","No errors.",0
"YrdYl8G2WRKD",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Because the two mutations deals with blood and equally attack human. There's a tendency that the man will be suffering from both.",25,"1: male",NA,0
"5OBGimO3AUPG",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Not sure. They both occur at the same rate. If the patient has elevated levels of the first one, it is equally likely they will have elevated levels of the second. It was the best answer I could come up with.",30,"1: male",NA,0
"auO7toxsKDej",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_is",1,5,"Both mutations equally prevalent",33,"2: female",NA,0
