"subj_code","condition","desktop_conf","attent_conf","scale_orient","DV_rating","Story","LatentF","explanation","narrow_check","broad_check","age","gender","tech_issues","narrow_correct","broad_correct"
"KS8EGC4UB4zH",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","As I couldn't tell without inspecting the stamp in detail, there was no way of knowing of the stamp had a yellow margin. They two types are equally as rare as each other so the chances are even of it being either type",2,1,60,"1: male",NA,"correct","correct"
"l79NcIV1tZaH",6,"1: I confirm","1: I will take it seriously","narrow_right",9,"stamp","visible","If we cant see if it has a yellow margin, that would be because the envelope is the same colour. A quick examination of the area around the stamp would verify if there is a yellow margin.",2,1,51,"1: male",NA,"correct","correct"
"lwcFyQlGvqyQ",6,"1: I confirm","1: I will take it seriously","narrow_right",2,"stamp","visible","the one with the yellow border is rarer and if it is not immediately obvious if the one found has a yellow border then the chances are is it is type A",2,1,50,"2: female",NA,"correct","correct"
"Mbxy7UrYG0pN",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","The text said I am unsure of which type it is. As both are similarly rare, it is 50:50",2,1,24,"1: male",NA,"correct","correct"
"NiojW3MgtNb8",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","There are two possibilities type A, and type B. The only defining factor between them is the yellow margin, which you haven't seen yet and are unsure about, therefore it is currently a 50/50 as equal numbers of both were made.",2,1,23,"1: male","None. Text seemed a little small on the introduction page though.","correct","correct"
"NT3NlYfXbTZA",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","In the scenario, if I do not know if it has a yellow margin then I can assume I am unable to see the margin to determine this. Therefore being unable to see the margin, and knowing both types are ultramarine with no information regarding the 'rarity' of each type, I assume the type I am looking at could be one or the other. 50/50 chance. ",2,1,27,"1: male","I did not notice any spelling errors or technical issues/problems in general. ","correct","correct"
"nxmUN0HYQEl0",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","This is kind of a silly situation. If you can see that the stamp is ultramarine, why then can't you see if it has a yellow margin? Go back and take another look. But, as far as logic goes, if both A and B are ultramarine, it can be either. And if you don't know if it has a yellow margin, then it can be either A or B still.",2,1,62,"1: male",NA,"correct","correct"
"PeRlSwgBC9F0",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","visible","With the information provided, i.e. uncertainty about the presence of a yellow outline, then the stamp could be either A or B.",2,1,39,"1: male","No problems","correct","correct"
"vs3eVB198wNE",6,"1: I confirm","1: I will take it seriously","narrow_right",10,"stamp","visible","I would assume that if i am unsure if it has a yellow margin or not then it must be the type without a yellow margin.",2,1,35,"1: male","N/A","correct","correct"
"YmkKzUe4kR1c",6,"1: I confirm","1: I will take it seriously","narrow_right",7,"stamp","visible","It could be either, but lacking the obvious yellow markings, it is slightly more likely to be type A",2,1,33,"1: male",NA,"correct","correct"
"0DUWHWWd8SeH",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","If you can't see what the back is like it isn't possible to know what type and as they both are as likely to exist as the other, the chance of one to be a specific type is 50%. The only thing that I wondered is if the stickiness was relevant and as it was stuck to a post card it would have been type B but wasn't sure so just went with the basic odds of it being either.",2,3,33,"1: male","Didn't notice any errors and it worked as intended.","correct","correct"
"1AsUmdS4mpCh",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","we cannot know which of the 2 types was used in this scenario until we detach and potentially damage the stamp",2,3,36,"1: male",NA,"correct","correct"
"3KOPYMdVdgTw",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","as we can't see the back of the coin as its on a card so we can't see if the back is yellow or not so its 50/50 either way",2,3,22,"2: female",NA,"correct","correct"
"82z1zA6Ks0E6",7,"1: I confirm","1: I will take it seriously","narrow_left",8,"stamp","invisible","B is sticky and is stuck to an envelope. ",2,3,44,"1: male",NA,"correct","correct"
"AsZtiJcKkRCk",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","We have no evidence regarding the colour of the sticky back so the odds of each type are equal.",2,3,63,"1: male",NA,"correct","correct"
"C6HDIAFPEsX2",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Both Type A and Type B are ultramarine, only Type B has a shiny sticker which is yellow on the back. Since in scenario given it is ultramarine which defines both, i gave it 50/50 because I could not see the back of it ",2,3,51,"2: female","none to report","correct","correct"
"FUyJkZ3SUMpz",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Without seeing the back, it has an equal chance of either being A or B hence 50% as there was only 2 choices. ",2,3,37,"1: male","no errors. ","correct","correct"
"h5ToRnFLZpqR",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","as non specific i took an educated guess",2,3,48,"2: female",NA,"correct","correct"
"IDlBULgbNWau",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Without removing it to see it is not possible to establish if it has a yellow sticky back and you have a 50/50 chance of it being that.",2,3,61,"1: male",NA,"correct","correct"
"IJZDvD2XLhLY",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","without seeing the back and having a choice of 2 its 50 /50 that it would be either one",2,3,33,"2: female",NA,"correct","correct"
"IPJWgggiRAQP",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","As I cannot see the back of the stamp and there is no other way of determining which version it is, it's a 50/50 chance.",2,3,64,"1: male",NA,"correct","correct"
"lb6wBjgq575i",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","both equal as both the same colour, would need to see the back to differentiate between the 2",2,3,60,"2: female",NA,"correct","correct"
"nt0xk2cQ6WXU",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","It said they are both just as likely so it could equally be either one.",2,3,31,"2: female",NA,"correct","correct"
"odqCkbBsb8gW",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Both types occur with the same frequency and there is no additional information to indicate if it is one or the other, therefore an equal chance it could be either. ",2,3,35,"2: female",NA,"correct","correct"
"Qq4UVtZzZiOo",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","It could be either stamp as they look the same from the top but unless you can tell whether the back is tacky or not you cannot make a confirmed decision.",2,3,52,"2: female","No errors occurred","correct","correct"
"RE8CYz4fJDzt",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Both kinds of stamp occur equally as often, so therefore it is a 50/50 chance that it has the yellow back or not.",2,3,33,"2: female",NA,"correct","correct"
"sjKwMfdflq8I",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","Because I can’t see the back of the stamp as it’s stuck on something I can’t only guess it at having the yellow back so it’s equal until I have that information ",2,3,34,"1: male",NA,"correct","correct"
"VFpFa1IIqvAO",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","It said both are equally likely so there is a 50:50 chance of it being Type A or Type B.",2,3,37,"1: male",NA,"correct","correct"
"XSpepSeqfPRK",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","I didn't know which one it was, so I thought it could be have been either equally. There was no way to tell until I looked closer at it.",2,3,36,"1: male","N/A","correct","correct"
"y1ppzXAXnIF0",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","They're both the same as one another apart from something on the back we cannot yet see, seeing as they show up equally as much, I deem it to be a 50/50 of which one it is, even now.",2,3,21,"1: male",NA,"correct","correct"
"zEcZ5wnTJwS4",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"stamp","invisible","I wouldn't know whether the stamp had a yellow backside or note, and as explained in the text, they're equally likely, ergo, I chose 50%.",2,3,32,"1: male",NA,"correct","correct"
"1tg93RNLwo8p",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","I feel it would be a 50/50 chance.",2,3,56,"2: female",NA,"correct","correct"
"2yA15UF1yyYE",8,"1: I confirm","1: I will take it seriously","narrow_right",0,"stamp","invisible","I based my answer on the fact that B has a sticky back and that the stamp I found in the fleamarket was stuck onto a postcard.Of course, it could have been glued onto the postcard but no, I'm assuming it was stuck there because of the sticky back.",2,3,62,"2: female","I can't recall seeing any errors.","correct","correct"
"6NVGSgTzb5Ra",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","I don't know whether the back of the stamp is yellow or not, so there is an equal chance that it could be type a or b.",2,3,23,"2: female",NA,"correct","correct"
"ClPQUAEPP9nj",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","It has both features, so I opted for equally either",2,3,21,"1: male",NA,"correct","correct"
"Fx43DFpDZzAo",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","i know nothing about stamps so it seems equaling likely that it could be either type",2,3,59,"2: female","none","correct","correct"
"G7aaAAnl94yL",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","i selected 50:50 because i have not checked the back of the stamp to know if it has a yellow stick backside",2,3,33,"2: female","none","correct","correct"
"HNlckWq2Dl9N",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","As the stamp was already affixed to a postcard, I don't think it would be possible to tell if it was Type A or B from just looking at the front.",2,3,28,"2: female","No errors noticed. ","correct","correct"
"j9AVJFSqHsIJ",8,"1: I confirm","1: I will take it seriously","narrow_right",9,"stamp","invisible","Type A is ultramarine so the likelyhood it is Type A",2,3,60,"1: male","No errors ","correct","correct"
"JQbfJzzz01zl",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","They are both equally common so it's really a 50/50 in which it could be. There is no real reason for me to believe that it's more likely to be one over the other, hence my conclusion being 50/50 chance.",2,3,20,"3: non-binary","N/A","correct","correct"
"KaF0yh64keiR",8,"1: I confirm","1: I will take it seriously","narrow_right",0,"stamp","invisible","Tge paragraph said that type b has a sticky side",2,3,33,"1: male","none","correct","correct"
"KHuQcjKmnsRA",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","It is not possible to tell which type the stamp is from the front alone and each type is equally likely to be there.",2,3,42,"1: male",NA,"correct","correct"
"ldz52R4CuNPm",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","Both types A and B occur equally often and are identical except for the colour of the back, which is stuck to the card so I can't see it therefore it's 50/50",2,3,47,"1: male",NA,"correct","correct"
"Lqccjq3X8TGp",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","Both are equally likely. There is no way of knowing which stamp it is so i opted for 50/50",2,3,54,"2: female","None that i noticed","correct","correct"
"MVllLnqQIDki",8,"1: I confirm","1: I will take it seriously","narrow_right",1,"stamp","invisible","because B has a sticky backside then that is how it stuck to the postcard",2,3,69,"1: male","I am assuming part of the description text was designed to make it challenging rather than simple. So no suggestions if that is to be maintained","correct","correct"
"PHlQGl9RunV3",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","I wouldn't be able to tell if the stamp had a yellow back, so it could be either A or B!",2,3,51,"2: female",NA,"correct","correct"
"UtWV0KmEtO0P",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","The text description states they're both equally available.",2,3,43,"1: male",NA,"correct","correct"
"V4DvNQLFV4ti",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","Because we can't see the other side of the stamp and they occur equally often then it is a 50:50 chance of it being either type A or type B",2,3,22,"1: male","no errors","correct","correct"
"wnUgNJesADn4",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","without seeing the back it is impossible to know which one itis",2,3,71,"1: male",NA,"correct","correct"
"X845Foi6A3OK",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","I have no way of knowing what the rear of the stamp looks like so on the basis that either stamp is equally likely to be found, I rate the chance as 50/50",2,3,53,"1: male",NA,"correct","correct"
"Xx7Wizvh7OHQ",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"stamp","invisible","because both type have the same value. ",2,3,44,"1: male",NA,"correct","correct"
"YMc2m0OvQm1W",8,"1: I confirm","1: I will take it seriously","narrow_right",3,"stamp","invisible","because it was a 50/50 choice",2,3,20,"2: female",NA,"correct","correct"
"1d1tjA2L3TV1",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","They are both equally expensive and it says in the description that they are equally popular.",2,1,25,"2: female","None","correct","correct"
"1oFeD3WVr746",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","The only thing that differentiates them is the red digits. Without that information there’s an equal chance of it being either as they’re produced in equal numbers. ",2,1,32,"2: female",NA,"correct","correct"
"1xLmwA1Rza2r",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","If the watches are identical aside from one feature, and that feature can't be seen, it's impossible to know which. As they are produced in equals numbers, I can only speculate that 50/50 is the right answer for this.",2,1,23,"1: male","I didn't notice any errors, thanks.","correct","correct"
"3Uh9xxcFxC72",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","Both made equally P(X|F) should be 0.5",2,1,24,"1: male",NA,"correct","correct"
"fIBWthtLGGe2",9,"1: I confirm","1: I will take it seriously","narrow_left",2,"watch","visible","I feel its type A as the numbers on the dial can easily be seen when the swiss flag is seen. Suggesting that the watch is type A.  ",2,1,19,"1: male","No errors.","correct","correct"
"GtBQM3VvdFNG",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","If I can only see the flag but not the numbers, then I think there is an equal chance of it being either type a or type b.",2,1,39,"2: female",NA,"correct","correct"
"GXZtn2lUD5gk",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","You said they were produced in equal numbers, which suggests they are sold in equal numbers.",2,1,56,"1: male",NA,"correct","correct"
"irUuFTsDIKJR",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","If I can see the flag but not the colour of the digits, two things are possible. Either the digits are not visible, or I am colour-blind and can see them but am not able to tell the colour. However colour-blind people have often adapted to know that something is red because other people have identified enough red things that they know that whatever they see instead of red would represent red. Since colour-blindness isn't specified here, the easier explanation is that the digits aren't visible to me, in which case I simply have no way of knowing what colour they are. Since the watches are apparently otherwise identical and made and found in equal numbers, I have to assume a 50/50 chance.",2,1,44,"2: female",NA,"correct","correct"
"K2R3glAHaRzp",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","It's an equal chance of being one with the red or not.",2,1,39,"1: male",NA,"correct","correct"
"LLvqjdya90ba",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","Mathematically speaking...from what I know, it's an equal chance of either.",2,1,37,"1: male","None!","correct","correct"
"Ltg0uqMgJizu",9,"1: I confirm","1: I will take it seriously","narrow_left",4,"watch","visible","If it had red digits, there would seem to be some likelihood that one could see them, since one can see the flag.",2,1,69,"1: male",NA,"correct","correct"
"nm7ZW0txkLHp",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","because i would equally find them with the red dot or not, at present i have no other information to make my choice",2,1,66,"1: male",NA,"correct","correct"
"OGwLL7chD5d4",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","Without knowing if he colour red was on the watch or not it would be impossible to tell which one it is.",2,1,41,"1: male",NA,"correct","correct"
"ojjaUcaPnUti",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","There is an equal chance of it being either version, so 50:50 is the logical answer. I don't know however you could see the flag and not notice the colour of the digits.",2,1,64,"1: male","It all seemed to be good.","correct","correct"
"pyQODJ6QTmIt",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","equally likely? same amount made",2,1,20,"1: male",NA,"correct","correct"
"qfzmYXwrcz1P",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","without knowing if the watch has red digits it could be either type a or type b",2,1,35,"2: female",NA,"correct","correct"
"qRpC840g8mBK",9,"1: I confirm","1: I will take it seriously","narrow_left",3,"watch","visible","If they could see the little flag, surely they would see the red colour on it, red does stand out.",2,1,52,"1: male","All was good","correct","correct"
"s4QgIV9omSh3",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","as both types of watches were made equally it could be either one",2,1,23,"1: male","none","correct","correct"
"vjmfMnLX1pf8",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","The watches are evenly distributed and there is no way to determine which type it is based on the information provided. Therefore it is equally likely to be either ",2,1,38,"1: male",NA,"correct","correct"
"ye4OjQKU5IWd",9,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","visible","Each watch had the flag, but I could not tell if the watch had the red dials. Knowing that is the only way to be sure one way or the other",2,1,40,"1: male",NA,"correct","correct"
"ZF4CCeMrmPHT",9,"1: I confirm","1: I will take it seriously","narrow_left",10,"watch","visible","type B had the red numbers on it",2,1,31,"1: male","none","correct","correct"
"84baZYCuMjmM",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","Both watches were equally prolific in the market, so the likelihood of A and B were both 50/50, only the red digits differentiates them and they could not be seen",2,1,63,"2: female",NA,"correct","correct"
"aVQ0eHwn9V76",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","if he cannot see the digit then it is a 50/50 split",2,1,22,"1: male","none","correct","correct"
"aWOKhSZJMEtI",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I don't know if it has red lettering, therefore I cannot tell whether it is type A or type B.

Type A and type B are equally common, therefore they are equally likely.

I therefore chose 50:50",2,1,45,"1: male","N/A, thank you","correct","correct"
"fA8sAlZ94bff",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I couldn't see the numbers on the dial so I couldn't be sure",2,1,40,"2: female",NA,"correct","correct"
"Fj4j3UVAmKss",10,"1: I confirm","1: I will take it seriously","narrow_right",10,"watch","visible","because if it was type B it would have definitely shown instantly the red digits",2,1,26,"2: female","n/a","correct","correct"
"hcUcocns8xvk",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","both watches have the swiss dial",2,1,38,"2: female","none","correct","correct"
"KjuY14BfX94w",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I had to choose 50 percent as it would be equally likely it was either watch. As the watches were made in equal amounts was a factor too.",2,1,53,"2: female",NA,"correct","correct"
"kxAR0TFJObDj",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","It could be either watch because they both have a flag but viewer cannot see the red digits which is the difference between them. ",2,1,28,"2: female",NA,"correct","correct"
"l8gOFfL7v9Xq",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I was unaware of the digits and that was the only distinguishing factor for me to go on",2,1,27,"1: male",NA,"correct","correct"
"lDykrwYPglLe",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","they are both equally good",2,1,23,"1: male",NA,"correct","correct"
"LkIuFo5iyfQr",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I know it is definitely the Swiss make mentioned as it has the Swiss flag on it, but as I`m not sure if it had red digits or not, then there is 50% chance it could be type 1 or type 2 as they are made in equal numbers.",2,1,54,"2: female","None","correct","correct"
"NGJGqvgJkhOc",10,"1: I confirm","1: I will take it seriously","narrow_right",6,"watch","visible","Well since it had the flag and he didn't see the red digits it is more likely to be A but maybe he just didn't look properly so it could still have been B",2,1,19,"1: male",NA,"correct","correct"
"OB1LWHy3lOzV",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I selected the center option because the statement said I wasn't sure whether the red marks were on the watch, so it could go either way as to the type of watch it is.",2,1,40,"2: female",NA,"correct","correct"
"oK2fghbxpfK6",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","There is no information given as to how clearly you can see the watch face therefore you can recognise the brand and and not the type.",2,1,54,"2: female",NA,"correct","correct"
"pS1BGtqbrZru",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","Both watches have a swiss flag on the dial but you can't see the red to determine whether it is type a or b",2,1,23,"1: male",NA,"correct","correct"
"qRq1bxKBzbDY",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","Just because I know the brand of the watch doesn't mean I know whether it is type A or B so the possibility of it being either is equal, hence I put 50/50.",2,1,45,"2: female",NA,"correct","correct"
"Rw0g2c3GqyMU",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","With out knowing exactly it is hard to chose hence i selected in the middle. It can be either a or b but selecting in the middle shows that it is from the manufacturer. ",2,1,35,"1: male","None","correct","correct"
"rwQdDVpdXFEt",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","I am uncertain of which watch it would be as they are produced equally and are equally common, without the specific red digits which identifies the difference I would assume it could be either. ",2,1,30,"1: male",NA,"correct","correct"
"xmg3rEiAmUEB",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","It is missing out a specific red detail which can only be determined through our own observations",2,1,28,"1: male",NA,"correct","correct"
"xVeVWrnHyy70",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","If they are identical and the only differentiating factor is unintelligible, then to me it could be either type.",2,1,18,"1: male",NA,"correct","correct"
"YvuGQ3mqHOBi",10,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","visible","It could be either watch. Both have the flag but the colour of the dial/numbers may not have be clear for a number of reasons. Therefore it there is a chance that it may be either of the watches. ",2,1,39,"2: female",NA,"correct","correct"
"4GZbsv7AgLNr",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","The probability is 50-50 as there are equal number of watches of each model.",2,3,41,"4: prefer not to say","None","correct","correct"
"4Ojs9eRAShaP",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","The probability of it having a red back is 50% given that both have the flag at the front",2,3,23,"1: male","N/A","correct","correct"
"5XRcy7SD4JTh",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","The text said that each type of watch was equally common to see. Both have a Swiss flag on the front, but only type B has a red battery cover on the back. Since I don't know what the back of this person's watch looks like, it could be either type A and type B. Since they are both equally common, there should be an equal chance that it is either A or B.",2,3,27,"2: female",NA,"correct","correct"
"6bR4imY6iUc0",11,"1: I confirm","1: I will take it seriously","narrow_left",3,"watch","invisible","if you cannot see the red battery then it is most likely not there.",2,3,18,"1: male",NA,"correct","correct"
"7OItvWq99Hhz",11,"1: I confirm","1: I will take it seriously","narrow_left",2,"watch","invisible","It was a complete 50/50 guess for me",2,3,31,"1: male",NA,"correct","correct"
"95mFbuH1D7os",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","I believe it is equally likely to be either type A or B. If the watches have the same value and are sold and produced in similar numbers, the chances are the watch on the train could be either. They both have a swiss flag on the dial, and the only difference is a red battery cover, so it really could be type A or type B",2,3,38,"2: female","N/A","correct","correct"
"aheLQ919L1Wq",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","Seeing as how both have the flag on the watches its a likely chance 50/50 that it could be either a or b which has the red back.",2,3,22,"2: female",NA,"correct","correct"
"bfph1CJd86ns",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","If both types of watch were made in equal amounts then the likelihood is that there is a 50-50 chance that it has a red back to it.",2,3,52,"1: male",NA,"correct","correct"
"bsEhEsHE8uXq",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","both types are made in equal quantities and the mini swiss flag on dial is on both. I didn't see the back so assuming the 50/50 percentage holds true.",2,3,42,"1: male",NA,"correct","correct"
"C5qY9YXLJukG",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","Type A and B are produced in equal numbers so the persons watch would be 50/50 as to whether it has a red battery cover.",2,3,52,"1: male",NA,"correct","correct"
"dPRzKrFwmQN5",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","If both type A and type B are made in equal numbers, then I believe it's every bit as likely for the watch to be type A as it is to be type B.",2,3,27,"2: female",NA,"correct","correct"
"E9uZdMonkAtj",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","There are two types of watches and both are equally likely to appear in the market. With only the information provided, there is a 50/50 chance that the watch seen on the man is watch A and a 50/50 chance that the watch seen on the man is watch B.",2,3,37,"1: male",NA,"correct","correct"
"frpRsEU8OhSP",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","Because I think Type A and Type B were produced in equal quantities due to their equal value, I believe there is a 50/50 chance of it being either variant  ",2,3,24,"1: male","No errors","correct","correct"
"H3h5TplzsmKa",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","It said that both type an and type b were produced in equal number and that both have a Swiss flag on the face, but that one has a red back. As I wouldn't have been able to see the back of the watch, then there is a 50:50 chance it could have been either type a or type b",2,3,43,"2: female","No errors, but the text in the free-text boxes is a little small and hard to read","correct","correct"
"M9FPdDb53rLQ",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","The watches are produced in equal number and with the information we have, we cannot discern which type it is. Therefore through the classical interpretation of probablility, it is 50/50.",2,3,21,"4: prefer not to say","I did not notice any errors","correct","correct"
"pQ9kVYBlW8ru",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","It could be either of the two watches as it has a flag on the dial. The back would have to been to able to discern which watch it is.",2,3,51,"2: female",NA,"correct","correct"
"sHLlAGHPbjoS",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","It could be either one. Without being able to see the underside I have no idea which one it is.",2,3,34,"1: male","none","correct","correct"
"v2OSdnV97j4J",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","There's no way of knowing what is on the back, it could be either.  Both are the same, it's Schrodinger's watch.",2,3,48,"1: male",NA,"correct","correct"
"VaFDSl6kJA1w",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","I don't think there was any reason to believe it was either one. ",2,3,35,"1: male",NA,"correct","correct"
"ynzX2sWdmzw1",11,"1: I confirm","1: I will take it seriously","narrow_left",5,"watch","invisible","Both watches are equal in terms of how many are produced and sold, as I have not seen the back of the watch I am unable to say which of the two types it is, so it makes sense that it is an equal chance of it being either.",2,3,34,"1: male",NA,"correct","correct"
"zOo4YWlIvAyc",11,"1: I confirm","1: I will take it seriously","narrow_left",2,"watch","invisible","The first option sounded more like something I would wear over the second option, I don't like red too much.",2,3,29,"2: female",NA,"correct","correct"
"1Swo9tmmfe1M",12,"1: I confirm","1: I will take it seriously","narrow_right",3,"watch","invisible","Im not sure if it has a red battery cover on the back for a reason, therefore its more likely that it is type A because type A never has a red battery cover",2,3,21,"1: male",NA,"correct","correct"
"2JDqJcnioFTK",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","If I can't see the back of the watch, I have no way of knowing if it is red...if there are 2 options it is a 50-50 choice",2,3,68,"2: female","none","correct","correct"
"4AzSq7o1fzPF",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Both watches look the same ontop but there is no way of telling what it looks like underneath unless I ask the person, which I am not likely to do. So It can be either type A or B.",2,3,43,"1: male","None","correct","correct"
"4ZTpxmKrTIIC",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","If both watches are made in the same amounts, then rationally there would be a 50% chance of it being type A and 50% chance of it being type B.",2,3,43,"2: female","No issues","correct","correct"
"6T5xiwpRZKr1",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","as both have the same face, and equal numbers of each are made, a 50/50 split is the only answer",2,3,74,"1: male","none","correct","correct"
"7FrimZrCIHq6",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","I think the statistical P will be the same.",2,3,38,"1: male",NA,"correct","correct"
"AOmGNEBGfkJO",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Both types of watches were produced in equal numbers, and so they are both equally likely to be the watch that the person is wearing. I wouldn't be able to confirm unless I asked or saw the back of the watch.",2,3,31,"1: male",NA,"correct","correct"
